Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,All_albums_discogs
24,vOntpwRZ_1_24,Gazde,Gazde,Ljubav i grijeh,9251,"Iz kojeg filma
iz koje divne price ti mi dolazis
cijelu sam vjecnost
cekao samo tebe da me probudis
daj mi ruku i ostani
jer ja tonem u more ljubavi
 
Ref.
Ljubav i grijeh, suze i smijeh
bas sve ja ti nudim na dar
vatru i led, pelin i med
i bol ako prestane car

Ti mi ostavljas trag
jos osjecam dah i miris njeznosti
i vrti se svijet u ritmu ljubavi

Ja nisam vise covjek za avanture
to sam prosao
al' tvoje usne, malene, tresnje zrele 
bas bih probao
daj mi ruku i ostani
jer ja tonem u more ljubavi

Ref.
","https://tekstovi.net/2,962,19860.html",,,,,,,https://lyricstranslate.com/en/translator/zhabba-page-2&sort=asc&order=Translation,['Vedran Ostojić'],['Neven Korda'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/ljubav-i-grijeh-7695.htm,Ljubav i grijeh,,,,"Iz kojeg filma
Iz koje divne priče ti mi dolaziš
Cijelu sam vječnost
Čekao samo tebe da me probudiš
Daj mi ruku i ostani
Jer ja tonem u more ljubavi

Ljubav i grijeh
suze i smijeh
bas sve ja ti nudim na dar
Vatru i led
pelin i med
i bol ako prestane čar
Ti mi ostavljaš trag
još osjećam dah i miris nježnosti
I vrti se svijet
U ritmu ljubavi

Ja nisam više
čovjek za avanture, to sam prošao
al' tvoje usne
malene, trešnje zrele, baš bih probao
Daj mi ruku i ostani
Jer ja tonem u more ljubavi",Ljubav i grijeh,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ljubav-i-grijeh.html,Gazde,Ljubav I Grijeh,3:06,Bit Će Bolje,,,nan-Bit Će Bolje
25,vOntpwRZ_1_25,Gazde,Gazde,Ljubavi,20645,"Kad se jutro protegne pored moje postelje
sunce me k'o lopova uvijek zatekne gdje mislim na tebe 
i nade punih dzepova tad se ustanem
a nov list okrenem

Medju nama receno, ni meni nije svejedno
al' skrivam, ne pokazujem kol'ko stalo je jos mi do tebe
i placem kad me ne vide
no prije bih umrla nego priznala
 
Ref. 2x
Ljubavi sve na tebe jos mi mirise
na tvoje usne i na zrele jabuke
i jos mi dodje kao ranije
da staro vino s tobom popijem
od cistog ludila nemam mira ja
cim oci zatvorim na te pomislim

Medju nama receno, ni meni nije svejedno
al' skrivam, ne pokazujem kol'ko stalo je jos mi do tebe
i placem kad me ne vide
no prije bih umrla nego priznala

Ref. 2x
","https://tekstovi.net/2,962,19945.html",,,,,,,,['R. Samarđiev'],['Miroslav Škoro'],"['Hrvoje Grčević', 'Marko Bujanović']",['Gazde'],https://diskografija.com/pjesma/ljubavi-3182.htm,Ljubavi,,,,"Kad se jutro protegne pored moje postelje
Sunce me k'o lopova uvijek zatekne gdje mislim na tebe
I nade punih dzepova tad se ustanem
A nov list okrenem

Medju nama receno, ni meni nije svejedno
Al' skrivam, ne pokazujem kol'ko stalo je jos mi do tebe
I placem kad me ne vide
No prije bih umrla nego priznala

Ljubavi sve na tebe jos mi mirise
Na tvoje usne i na zrele jabuke
I jos mi dodje kao ranije
Da staro vino s tobom popijem
Od cistog ludila nemam mira ja
Cim oci zatvorim na te pomislim

Medju nama receno, ni meni nije svejedno
Al' skrivam, ne pokazujem kol'ko stalo je jos mi do tebe
I placem kad me ne vide
No prije bih umrla nego priznala",Ljubavi,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ljubavi.html,Gazde,Ljubavi,,Zbogom Za Zbogom,,,nan-Zbogom Za Zbogom
26,vOntpwRZ_1_26,Gazde,Gazde,Lutalica,10992,"Otkad znam za sebe nigdje mira nemam
samo sto sam stig'o vec se na put spremam
ja sam takav rodjen, lutam zivot cijeli
ne mijenjaj mi zivot, srecu mi pozeli

Ref.
Sto ce tebi netko k'o ja u zivotu
ne znam ni za ljubav, niti za sramotu
sto ce tebi covjek sa stotinu lica
ne trebam ja nikog, ja sam lutalica
 
U meni je nesto sto me tjera dalje
neka tuga sto me svud po svijetu salje
ja sam takav rodjen sa mnom nema srece
ne mijenjaj me, zeno, uspjeti ti nece

Ref. 2x
","https://tekstovi.net/2,962,19532.html",,,,,,,,['Denis Dumančić'],['Faruk Buljubašić Fayo'],"['Hrvoje Grčević', 'Marko Bujanović']",['Gazde'],https://diskografija.com/pjesma/lutalica-3180.htm,Lutalica,,,,"Otkad znam za sebe nigdje mira nemam
Samo što sam stigo već se na put spremam
Ja sam takav rođen, lutam život cijeli
Ne mijenjaj mi život, sreću mi poželi

Što će tebi netko ko ja u životu
Ne znam ni za ljubav, niti za sramotu
Što će tebi čovjek sa stotinu lica
Ne trebam ja nikog, ja sam lutalica

U meni je nešto što me tjera dalje
Neka tuga što me svud po svijetu šalje
Ja sam takav rođen sa mnom nema sreće
Ne mijenjaj me, ženo, uspjeti ti neće",Lutalica,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/lutalica.html,Gazde,Lutalica,,Zbogom Za Zbogom,,,nan-Zbogom Za Zbogom
27,vOntpwRZ_1_27,Gazde,Gazde,Mirta,3774,"Otkad Mirta place
ulicom mi tuga prolazi
voljela je mnogo
nije mogla zaboraviti

Jednu noc u narucju
jednu ljubav slucajnu
pustila se lijepoj rijeci
nekom mangupu
(2x)
 
Prva kisa pala
cijelim gradom pronio se glas
zasto Mirta place
zar su suze jace i od nas

Al' ona zna da u njoj spi
jedno malo srce zri
pustila se nek je vrijeme
mladu umori
(2x)

Otkad Mirta place
svi su moji snovi nestali
ej, sto ti je zivot
kad te mladog sreca napusti

Ja sam Mirtu volio
njenu ruku prosio
al' je zivot tako htio
pa mi Mirtu ukrao
(2x)

Otkad Mirta place","https://tekstovi.net/2,962,32149.html",,,,,,,,['Zoran Mišologin'],['Zoran Mišologin'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/od-kad-mirta-place-7699.htm,Od kad Mirta plače,,,,"Od kad Mirta plače
ulicom mi tuga prolazi
Voljela je mnogo
nije mogla zaboraviti
Jednu noć u naručju
jednu ljubav slućajnu
Pustila se lijepoj riječi
nekom mangupu

Prva kiša pala
cijelim gradom pronio se glas
Zašto Mirta plače
zar su suze jače i od nas
Al' ona zna da u njoj spi
jedno malo srce zri
Pustila se nek je vrijeme
mladu umori

Od kad Mirta plače
svi su moji snovi nestali
Ej, što ti je zivot
kad te mladog sreća napusti
Ja sam Mirtu volio
njenu ruku prosio
Al' je život tako htio
Pa mi Mirtu ukrao",Mirta,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/mirta.html,Gazde,Mirta,2:56,Bit Će Bolje,,,nan-Bit Će Bolje
28,vOntpwRZ_1_28,Gazde,Gazde,Moja luda glava,9961,"Ref.
Hej prije ce te izravnati Savu
nego dozvat' pameti moju ludu glavu

Jos je mlada, jos je rosna
i zelena trava 
jos je mlada i zelena
moja luda glava
(2x)
 
Ref. 2x

Ja po noci cure ganjam
i tamburu sviram
a po danu samo spavam
i svoje zivciram
(2x)

Ref. 2x

Ne valja ti, kazu, pos'o
ajd' malo se smiri
bi' ja ljudi, al' ne mogu
vrag iz mene viri

Ref. 2x

Nego dozvat pameti moju ludu glavu
","https://tekstovi.net/2,962,19591.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/moja-luda-glava-393.htm,Moja luda glava,,,,,,,Gazde,Moja Luda Glava,02:28,Nije Meni Žao,,,nan-Nije Meni Žao
29,vOntpwRZ_1_29,Gazde,Gazde,Nabujale strasti,1522,"Zaigrano sunce miluje ti lice
vjetar dodiruje ti grudi
mirisi u zraku, nepoznate slutnje
kao da proljece se budi

Ref. 2x
Nabujale strasti 
govore u tebi
sve ono sto 
ti rekla ne bi
 
Dizu se leptiri, razmice se cvijece
livadom rosnom trcis bosa
kao zlatni barjak za tobom viori
tvoja plava raspletena kosa

Ref. 4x","https://tekstovi.net/2,962,49955.html",,,,,,,https://lyricstranslate.com/en/translations,,,,,,,,,,,,,Gazde,Nabujale Strasti,,Zbogom Za Zbogom,,,nan-Zbogom Za Zbogom
30,vOntpwRZ_1_30,Gazde,Gazde,Najdraza moja,9770,"Najdraza moja ja odlazim
zauvijek beskrajno sam
kroz polja tudjih ljubavi
kao da nesto znam

I ne placi, ne vrijedi to
suze su samo bol
veceras ja cu besramno
sjesti za tudji stol
 
Ref. 2x
Jer ja sam duso tako slab
kad cujem njezin glas
a sutra bit' ce prekasno
kad pomislim na nas

Najdraza moja ja odlazim
zauvijek beskrajno sam
kroz polja tudjih ljubavi
kao da nesto znam

I ne placi, ne vrijedi to
suze su samo bol
veceras ja cu besramno
sjesti za tudji stol

Ref. 2x

Ref.
","https://tekstovi.net/2,962,19598.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/najdraza-moja-394.htm,Najdraža moja,,,,"Najdraža moja odlazim
zauvijek beskrajno sam
kroz polja tuđih ljubavi
kao da nešto znam

I ne plači ne vrijedi to
suze su samo bol
večeras ja ću besramno
sjesti za tuđi stol

Jer ja sam dušo tako slab
kad čujem njezin glas
a sutra bit' će prekasno
kad pomislim na nas",Najdraža moja,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/najdraza-moja.html,Gazde,Najdraža Moja,03:38,Nije Meni Žao,,,nan-Nije Meni Žao
31,vOntpwRZ_1_31,Gazde,Gazde,Ne daj da nam prodje vrijeme,7494,"Prije nego udas se
bolje dva put' razmisli
kakvo ce ti biti sutra
pored njega, zamisli

Ref.
Ne daj da nam prodje vrijeme
odvest ce me druge zene
ne moze ti nitko dati
sto si imala uz mene
 
Ne daj da nam prodje vrijeme
odvest ce me druge zene
jednom davno si mi rekla
prava ljubav nema cijene

I tu bijelu haljinu
spremala si za mene
kako da me tudje usne
pred oltarom zamijene

Ref.
","https://tekstovi.net/2,962,19947.html",,,,,,,,,,,,,,,,,"Prije nego udas se
Bolje dva put' razmisli
Kakvo ce ti biti sutra
Pored njega, zamisli

Ne daj da nam prodje vrijeme
Odvest ce me druge zene
Ne moze ti nitko dati
Sto si imala uz mene

Ne daj da nam prodje vrijeme
Odvest ce me druge zene
Jednom davno si mi rekla
Prava ljubav nema cijene

I tu bijelu haljinu
Spremala si za mene
Kako da me tudje usne
Pred oltarom zamijene",Ne daj da nam prođe vrijeme,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ne-daj-da-nam-prodje-vrijeme.html,Gazde,Ne Daj Da Nam Prođe Vrijeme,,Milijun Poljubaca,2010.0,,2010.0-Milijun Poljubaca
32,vOntpwRZ_1_32,Gazde,Gazde,Ne luduj,5633,"Pogledi me tvoji prate
odlutaju pa se vrate
ludovanje samo krije
k'o da nista bilo nije

Ref. 2x
Ne luduj kad za tebe sviram
i najljepse pjesme biram
ne luduj kad za tebe sviram
i zicama dusu diram
 
Promatram te dok se njises
dok usnama ime pises
zavodis me pa se smijes
a sa drugim vino pijes

Ref. 2x
","https://tekstovi.net/2,962,20234.html",,,,,,,,['Veljko Valentin Škorvaga'],['Veljko Valentin Škorvaga'],['Damir Mihovec'],['Gazde'],https://diskografija.com/pjesma/ne-luduj-7679.htm,Ne luduj,1994 - Zbog tebe sam to što jesam,2005 - Zlatna kolekcija,,"Pogledi me tvoji prate
Odlutaju pa se vrate
Ludovanje samo krije
K'o da nista bilo nije

Ne luduj kad za tebe sviram
I najljepse pjesme biram
Ne luduj kad za tebe sviram
I zicama dusu diram

Promatram te dok se njises
Dok usnama ime pises
Zavodis me pa se smijes
A sa drugim vino pijes",Ne luduj,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ne-luduj.html,Gazde,Ne Luduj,1:55,Zbog Tebe Sam To Što Jesam,,,"nan-Zbog Tebe Sam To Što Jesam/nan-Gazde Zagrebu, Koncert Iz Doma Športova/2005.0-Zlatna Kolekcija"
33,vOntpwRZ_1_33,Gazde,Gazde,Ne mogu ti reci zbogom,15776,"Sitna kisa rastjerala ptice malene
koje su nam draga moja svu noc pjevale

Ref. 2x
A meni se, duso, s tobom jos ne rastaje
ne mogu ti reci zbogom, moje najdraze
 
Staro drvo vjetar njise pa ga povija
zuto lisce tuzno susti, pada po nama

Ref. 2x

Vele ljudi, a i stara pjesma govori
dodje vrijeme da svak svojim putem odlazi

Ref. 2x
","https://tekstovi.net/2,962,19594.html",,Ne mogu ti reci zbogom,Nie mogę Ci powiedzieć żegnaj,,"Gazde - Ne mogu ti reci zbogom. Sitna kisa rastjerala ptice malene
koje su nam draga moja svu noc pjevale. Ref. 2x
A meni se, duso, s tobom jos ne rastaje
ne mogu ti reci zbogom, moje najdraze. Staro drvo vjetar njise pa ga povija
zuto lisce tuzno susti, pada po nama. Ref. 2x. Vele ljudi, a i stara pjesma govori
dodje vrijeme da svak svojim putem odlazi. Ref. 2x","Gazde – Nie mogę Ci powiedzieć żegnaj. Drobny deszcz rozpędził małe ptaki
Które nam moja droga całą noc śpiewały. Ref. 2x
A ja, kochanie nadal jeszcze się z Tobą nie rozstaję (rozwodzę)
Nie mogę Ci powiedzieć żegnaj, moja najdroższa. Stare drzewo wiatr kołysze plącze
Żółte liście smutno gonią, spadają na nas. Ref. 2x. Wielu ludzi, ale i stare pieśni mówią
Przyjdzie czas że każdy swoją drogą odchodzi. Ref. 2x",https://lyricstranslate.com/en/ne-mogu-ti-reci-zbogom-nie-mog%C4%99-ci-powiedzie%C4%87-%C5%BCegnaj.html,,,,,,,,,,"Sitna kiša rastjerala ptice malene
koje su nam draga moja svu noć pjevale

A meni se dušo s tobom još ne rastaje
Ne mogu ti reći zbogom moje najdraže

Staro drvo vjetar njiše pa ga povija
žuto lišće tužno šušti pada po nama

Vele ljudi a i stara pjesma govori
dođe vrijeme da svak svojim putem odlazi",Ne mogu ti reći zbogom,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ne-mogu-ti-reci-zbogom.html,Gazde,Ne Mogu Ti Reći Zbogom,03:34,Nije Meni Žao,,,nan-Nije Meni Žao/2005.0-Zlatna Kolekcija
34,vOntpwRZ_1_34,Gazde,Gazde,Nek pjesma ostane,5463,"Sve ove godine su prosle k'o za cas
tolike svirke ostale su iza nas
a dani stalno bjeze malo pomalo
i sto nam je jos ostalo

Previse pravih cura pristalo na brak
sve manje odlazimo pijani u mrak
i sve se manje cini da je zivot lak
snovi k'o dim sad odlaze u zrak
 
Ref. 2x
I/Al/ zato smijem se i bas briga me za sve
al' jos pamtim sve te noci pijane
jer njih previse je bilo tko zna sto je bilo sve
i kad prodje sve nek pjesma ostane

Sve ove godine su prosle nema ih
al' ja se i sad rado sjecam svirki svih
i nek' ih samo bude jos toliko 
na to sam se vec navik'o

Previse pravih cura pristalo na brak
sve rjedje odlazimo pijani u mrak
i sve se manje cini da je zivot lak
snovi k'o dim vec odlaze u zrak

Ref. 2x","https://tekstovi.net/2,962,32146.html",,,,,,,,['Marko Bujanović'],['Marko Bujanović'],"['Marko Bujanović', 'Zdravko Šljivac']",['Gazde'],https://diskografija.com/pjesma/nek-pjesma-ostane-7701.htm,Nek' pjesma ostane,1997 - Bit će bolje,2005 - Zlatna kolekcija,,"Sve ove godine su prošle k'o za čas
tolike svirke ostale su iza nas
a dani stalno bježe malo po malo
i što nam je još ostalo

Previše pravih cura pristalo na brak
sve manje odlazimo pijani u mrak
i sve se manje čini da je život lak
Snovi k'o dim sad odlaze u zrak

I zato smijem se i baš briga me za sve
Al' još pamtim sve te noći pijane
jer njih previše je bilo
tko zna što li se pilo
I kad prođe sve
nek pjesma ostane

Sve ove godine su prošle nema ih
al' ja se i sad rado sjećam svirki svih
i nek ih samo bude bar još toliko
na to sam se već navik'o

Previše pravih cura pristalo na brak
sve manje odlazimo pijani u mrak
i sve se manje čini da je život lak
Snovi k'o dim sad odlaze u zrak",Nek pjesma ostane,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nek-pjesma-ostane.html,Gazde,Nek Pjesma Ostane,02:56,12 Hitova,2000.0,,2000.0-12 Hitova
35,vOntpwRZ_1_35,Gazde,Gazde,Nek' se znade ko je pravi gazda,3093,"Svako vece u birtiji sjedim
nemam kuda kradem Bogu dane
svako vece moje drustvo pije
vino tece, rakija se lije

Ref. 2x
Placat cemo do jutra za pjesme
da se dusa odmori od tuge
nek se znade tko je pravi gazda
sviraj za me ne mari za druge
 
Zvece case a tambure jeci
bas me briga sto ce drugi reci
zvone case to mi uhu godi
svakom godi tko se becar rodi

Ref. 2x

Udri baja u tamburu brze
nek ti zice bruje od miline
udri baja nek se pjesma ori
pjesma starih lola i becara

Ref. 2x","https://tekstovi.net/2,962,32147.html",,,,,,,,['Veljko Valentin Škorvaga'],['Veljko Valentin Škorvaga'],['Damir Mihovec'],['Gazde'],https://diskografija.com/pjesma/nek-se-znade-ko-je-pravi-gazda-7682.htm,Nek' se znade ko je pravi gazda,1994 - Zbog tebe sam to što jesam,2005 - Zlatna kolekcija,,"Svako veče u birtiji sjedim,
Nemam kuda kradem Bogu dane.
Svako veče moje drustvo pije,
Vino teče, rakija se lije.

Plačat ćemo do jutra za pjesme,
Da se duša odmori od tuge.
Nek se znade tko je pravi gazda,
Sviraj za me ne mari za druge.

Zveće čaše a tambura jeći,
Baš me briga što će drugi reći.
Zvone čaše to mi uhu godi,
Svakom godi tko se bećar rodi.

Udri baja u tamburu brže,
Nek ti žice bruje od miline.
Udri baja nek se pjesma ori,
Pjesma starih lola i bećara.",Nek se znade tko je pravi gazda,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nek-se-znade-tko-je-pravi-gazda.html,Gazde,Nek' Se Znade Ko Je Pravi Gazda,3:22,Zbog Tebe Sam To Što Jesam,,,nan-Zbog Tebe Sam To Što Jesam/2005.0-Zlatna Kolekcija
36,vOntpwRZ_1_36,Gazde,Gazde,Neka me boli,6960,"S drugog kraja svijeta stize trideseta
a meni se nocas ne stari
pusti me zivote, sve mi drago ote
ona za me vise ne mari

S drugog kraja svijeta stize trideseta
a meni se samom ne stari
vjerov'o sam samo, samo srcu njenom
al' me srce njeno prevari
 
Ref. 2x
Neka me boli i bolje je tako
nek' mi je srce sad' prokleto
kriv sam sto nisam cuvat' je znao
pola je mene sa njom nestalo

Ne vidim ja druge, ne mogu od tuge
sve mi tuga uvijek pokvari
ne daj, Boze, nikom ovo sto si meni
srce mi i vatru uzari

S drugog kraja svijeta idu nova ljeta
a meni se samom ne stari
vjerov'o sam samo, samo srcu njenom
al' me srce njeno prevari

Ref. 2x
","https://tekstovi.net/2,962,19580.html",,,,,,,,['Marin Bukmir'],['Faruk Buljubašić Fayo'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/neka-me-boli-7689.htm,Neka me boli,1995 - Za ljubav tvoju,2005 - Zlatna kolekcija,,"S drugog kraja svijeta stiže trideseta, a meni se noćas ne stari
Pusti me živote, sve mi drago ote, ona za me više ne mari
S drugog kraja svijeta stiže trideseta, a meni se samom ne stari
Vjerov'o sam samo, samo srcu njenom, al' me srce njeno prevari

Neka me boli i bolje tako, nek' mi je srce sad prokleto
Kriv sam što nisam čuvat' je znao
Pola je mene s njom nestalo
nek' mi je srce sad prokleto-ooo

Ne vidim ja druge, ne mogu od tuge, sve mi tuga uvijek pokvari
Ne daj, Bože, nikom, ovo što si meni, srce mi i vatru užari
S drugog kraja svijeta idu nova ljeta, a meni se samom ne stari
Vjerov'o sam samo, samo srcu njenom, al' me srce njeno prevari",Neka me boli,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/neka-me-boli.html,Gazde,Neka Me Boli,,Za Ljubav Tvoju,,Fayo,nan-Za Ljubav Tvoju/2005.0-Zlatna Kolekcija
37,vOntpwRZ_1_37,Gazde,Gazde,Nemoj u moj san,6029,"Jos me na te sve podsjeca
gluha noc, mi pod zvjezdama
jos u dusi glas tvoj odzvanja
jos sve moje tebi pripada

Ref. 2x
Nemoj opet, nemoj u moj san
lijepo je, al' svice novi dan
nemoj opet, jutro kisu donosi
sve mi lijepo zora pokvari
 
Nemam vise sto izgubiti
samo bol u suzu pretvoriti
sreca me je opet izdala
sad mi tuga krasi sjecanja

Ref. 
","https://tekstovi.net/2,962,19542.html",,,,,,,,['Marko Bujanović'],['Marko Bujanović'],"['Marko Bujanović', 'Zdravko Šljivac']",['Gazde'],https://diskografija.com/pjesma/nemoj-u-moj-san-7700.htm,Nemoj u moj san,,,,"Još me na te sve podsjeća,
Gluha noć mi pod zvijezdama
Još u duši glas tvoj odzvanja,
Još sve moje tebi pripada

Nemoj opet, nemoj u moj san
Lijepo je, al' sviće novi dan
Nemoj opet, jutro kišu donosi
Sve mi lijepo zoru pokvari

Nemam više što izgubiti,
Samo bol u suzu pretvoriti
Sreća me je opet izdala,
Sad mi tuga krasi sjećanja

Nemoj opet, nemoj u moj san
Lijepo je, al' sviće novi dan
Nemoj opet, jutro kišu donosi
Sve mi lijepo zoru pokvari",Nemoj u moj san,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nemoj-u-moj-san.html,Gazde,Nemoj U Moj San,2:54,Bit Će Bolje,,,nan-Bit Će Bolje
