Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,All_albums_discogs
38,vOntpwRZ_1_38,Gazde,Gazde,Nije jutro krivo,7616,"Opet nocas nisam oka sklopio
slus'o sam te kako dises
i za nas molio

Ne ide nas ljubav kao nekada
i ne vrijedi suze kriti 
ispod jastuka
 
Ref. 2x
Nije jutro, nije krivo
a jos manje noc
sto svak' na svom boku spava
i sto ce ljubav proc

Dogode se rijeci
al' odmah nestaju
kad nam tijela i budu skupa
duse nam samuju

Ne ide nas ljubav kao nekada
i ne vrijedi suze kriti 
ispod jastuka

Ref. 2x

Ref. 2x","https://tekstovi.net/2,962,19894.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/nije-jutro-krivo-388.htm,Nije jutro krivo,2001 - Nije meni žao,2005 - Zlatna kolekcija,,"Opet noćas nisam oka sklopio
sluš'o sam te kako dišeš
I za nas molio
Ne ide naša ljubav kao nekada
I ne vrijedi suze kriti
ispod jastuka

Nije jutro nije krivo
A još manje noć
Što svak na svom boku spava
I što će ljubav proć

Dogode se riječi
al odmah nestaju
Kad nam tijela i budu skupa
duše nam samuju",Nije jutro krivo,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nije-jutro-krivo.html,Gazde,Nije Jutro Krivo,03:16,Nije Meni Žao,,,nan-Nije Meni Žao/2005.0-Zlatna Kolekcija
39,vOntpwRZ_1_39,Gazde,Gazde,Nije meni zao,9475,"Otkako te znam za mene sve je stalo
svaki dan sam sam
a trazim tako malo
samo malo ljubavi

Dvije godine te, dvije moje tuge
ti si zivjela za neke ljude druge
ja sam tebe cekao
 
Ref.
Nije meni zao sto te vise nema
zao mi je samo nekih dragih uspomena
nista vise nece biti kao prije
cak ni kad se s drustvom napijem

Otkako te znam za mene sve je stalo
svaki dan sam sam
a trazim tako malo
samo malo ljubavi

Dvije godine te, dvije moje tuge
ti si zivjela za neke ljude druge
ja sam tebe cekao

Ref.","https://tekstovi.net/2,962,15720.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/nije-meni-zao-386.htm,Nije meni žao,2001 - Nije meni žao,2005 - Zlatna kolekcija,,"Otkako te znam za mene sve je stalo
Svaki dan sam sam a tražim tako malo
Samo malo ljubavi

Dvije godine te dvije moje tuge
ti si živjela za neke ljude druge
Ja sam tebe čekao

Nije meni žao što te više nema
žao mi je samo nekih dragih uspomena
ništa više neće biti kao prije
čak ni kad se s društvom napijem",Nije meni žao,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nije-meni-zao.html,Gazde,Nije Meni Žao,03:20,Zlatna Kolekcija,2005.0,,2005.0-Zlatna Kolekcija
40,vOntpwRZ_1_40,Gazde,Gazde,Nije nam od Boga dano,7252,"Pusti rijeci, sve se dobro zna
ljubav lijeci, ljubav ubija
ova nasa kao kazna
srce prazno, dusa prazna
tuga nas u crno zavija

Idi kad nam nista ne ide
idi da te oci ne vide
idi, samo idi drugom
ja cu sam sa svojom tugom
nek' ti drugi da sto nisam ja
 
Ref. 2x
Nisi kriva ni ti, ni ja
necu piti, to mi ne treba
tugo moja, moja rano
nije nam od Boga dano
nije nama dano od Neba

Bolje pusti, ne treba ti to
priznajem da nisam andjeo
al' bez grijeha nisi ni ti
ljubavi smo ove siti
krivim sam te putem poveo

Ref. 2x
","https://tekstovi.net/2,962,19946.html",,,,,,,,,,,,,,,,,"Pusti rijeci, sve se dobro zna
Ljubav lijeci, ljubav ubija
Ova nasa kao kazna
Srce prazno, dusa prazna
Tuga nas u crno zavija

Idi kad nam nista ne ide
Idi da te oci ne vide
Idi, samo idi drugom
Ja cu sam sa svojom tugom
Nek' ti drugi da sto nisam ja

Nisi kriva ni ti, ni ja
Necu piti, to mi ne treba
Tugo moja, moja rano
Nije nam od Boga dano
Nije nama dano od Neba

Bolje pusti, ne treba ti to
Priznajem da nisam andjeo
Al' bez grijeha nisi ni ti
Ljubavi smo ove siti
Krivim sam te putem poveo",Nije nam od Boga dano,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nije-nam-od-boga-dano.html,Gazde,Nije Nam Od Boga Dano,3:22,Na Dnu Duše Moje,1999.0,Fayo,1999.0-Na Dnu Duše Moje
41,vOntpwRZ_1_41,Gazde,Gazde,Nocas,13702,"Pukle su od tuge zice
pokrile joj magle lice
al' jos cuvam njenu sliku
cuvam sliku jos je vidim tu

Ref. 2x
Nocas tuga kao njena kosa mirise
nocas je u svakoj pjesmi ima previse
nocas se u oku njisu tresnje daleke
k'o da su me njene usne opet ljubile
 
Necu ovu pjesmu vise
da mi uspomene brise
necu vise, Bog mi jednom
Bog mi jednom mozda vrati nju

Ref. 2x

K'o da su me njene usne opet ljubile
k'o da su me opet ljubile","https://tekstovi.net/2,962,12267.html",,Noćas,Tonight,,"Pukle su od tuge žice
pokrile joj magle lice
al' još čuvam njenu sliku,
čuvam sliku još je vidim tu
al' još čuvam njenu sliku,
čuvam sliku još je vidim tu. Refren 2x :. Noćas tuga kao njena kosa miriše
noćas je u svakoj pjesmi ima previše
noćas se u oku njišu trešnje daleke
k'o da su me njene usne opet ljubile. Neću ovu pjesmu više
da mi uspomene briše
neću više, Bog mi jednom
Bog mi jednom možda vrati nju
neću više, Bog mi jednom
Bog mi jednom možda vrati nju. Refren 2x:. Noćas tuga kao njena kosa miriše
noćas je u svakoj pjesmi ima previše
noćas se u oku njišu trešnje daleke
k'o da su me njene usne opet ljubile","Because of sadness strings cracked
fogs covered her face
but I still keep her picture
keep picture and I still see her here
but I still keep her picture
keep picture and I still see her here. Refrain 2x :. Tonight, sadness has smell of her hair
tonight, she is overmuch in every song
tonight, distant cherries are swinging in my eye
as if her lips kissed me again. I don't want this song anymore
to erase my memories
I don't want anymore, God once
Maybe, God once gives me her back
I don't want anymore, God once
Maybe, God once returns her back to me. Refrain 2x :. Tonight, sadness has smile of her hair
tonight, she is overmuch in every song
tonight, distant cherries are swinging in my eye
as if her lips kissed me again",https://lyricstranslate.com/en/no%C4%87-tonight.html,['Zdravko Šljivac'],['Željko Krznarić'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/nocas-7683.htm,Noćas,1995 - Za ljubav tvoju,2005 - Zlatna kolekcija,,"Pukle su od tuge žice,
pokrile joj magle lice.
Al' još čuvam njenu slike,
čuvam sliku još je vidim tu.

Noćas tuga kao njena kosa miriše,
noćas je u svakoj pjesmi ima previše.
Noćas se u oku njišu trešnje daleke,
K'o da su me njene usne opet ljubile.

Neću ovu pjesmu više,
da mi uspomene briše.
Neću više Bog ni jednu.
Bog mi jednom možda vrati nju.",Noćas,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/nocas.html,Gazde,Noćas,,Za Ljubav Tvoju,,Željko Krznarić,nan-Za Ljubav Tvoju/2005.0-Zlatna Kolekcija
42,vOntpwRZ_1_42,Gazde,Gazde,Ostale i vece ljubavi bez srece,5117,"Ja ne znam kud ces ti
i ne znam kud cu ja
al' eto oboje smo
ostali bez sna

U tvome srcu sad
zaledio se led
u mome samo bol
mi cekamo na red
 
Ref. 2x
Ostale i vece ljubavi bez srece
ljubavi bez sjecanja
otisle i druge ljubavi bez tuge
pa zasto ne bi ti i ja

U tvome srcu sad
zaledio se led
u mome samo bol
mi cekamo na red

Ref. 2x
","https://tekstovi.net/2,962,19889.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/ostale-i-vece-ljubavi-bez-srece-395.htm,Ostale i veće ljubavi bez sreće,,,,"Ja ne znam kud ćeš ti i ne znam kud ću ja
al' eto oboje smo ostali bez sna

U tvome srcu sad zaledio se led
u mome srcu bol mi čekamo na red

Ostale i veće ljubavi bez sreće
ljubavi bez sjećanja
otišle i druge ljubavi bez tuge
pa zašto ne bi ti i ja",Ostale i veće ljubavi bez sreće,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ostale-i-vece-ljubavi-bez-srece.html,Gazde,Ostala I Veće Ljubavi Bez Sreće,02:25,Nije Meni Žao,,,nan-Nije Meni Žao
43,vOntpwRZ_1_43,Gazde,Gazde,"Ostarit cu ja, ostarit ces ti",13572,"Ref.
Ostarit cu ja, ostarit ces ti
ostarit cemo, al' bez ljubavi
zaplakat cu ja, zapalakt ces ti
kad se sjetis dana kad smo zoru budili

Sto ce meni oci nevjerne
sto ce meni usne lazljive
sto ce meni oko tvoje 
kada znam da nije moje
sto ce meni oci nevjerne
 
Ref.

Da su meni kcer i sinovi
ja ih necu s tobom imati
sto ce meni krov nad glavom
kad cu doci zorom plavom
al' nece me nitko cekati

Ref. 2x
","https://tekstovi.net/2,962,19892.html",,"Ostarit ću ja, Ostarit ćeš ti","I'll Grow Old, You'll Grow Old",,"Ostarit cu ja, ostarit ces ti
1
ostarit cemo, al' bez ljubavi
zaplakat cu ja, zapalakt ces ti
kad se sjetis dana kad smo zoru budili. Sto ce meni oci nevjerne
sto ce meni usne lazljive
sto ce meni oko tvoje
kada znam da nije moje
sto ce meni oci nevjerne. Da su meni kcer i sinovi
ja ih necu s tobom imati
sto ce meni krov nad glavom
kad cu doci zorom plavom
al' nece me nitko cekati","I'll grow old, you'll grow old
We'll grow old, but without love
I'll burst to tears, you'll burst to tears
When you remember the day when we woke the dawn. What do I need unfaithful eyes for?
What do I need lying lips for?
What do I need you eye for
When I know it is not mine?
What do I need unfaithful eyes for?. If I could have a daughter and sons
I will not have them with you
What do I need a roof over my head
When I'll come with the blue dawn
But there'll be no one waiting for me.",https://lyricstranslate.com/en/ostarit-%C4%87u-ja-ostarit-%C4%87e%C5%A1-ti-ill-grow-old-youll-grow-old.html,"['Rajko Dujmić', 'Nenad Ninčević']","['Rajko Dujmić', 'Nenad Ninčević']",['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/ostarit-cu-ja-ostarit-ces-ti-7704.htm,"Ostarit ću ja, ostarit ćeš ti",1999 - Na dnu duše moje,2005 - Zlatna kolekcija,,"Ostarit ću ja, ostarit ćeš ti
Ostarit ćemo, al' bez ljubavi
Zaplakat ću ja, zaplakat ćeš ti
Kad se sjetiš dana kad smo zoru budili.

Što će meni oči nevjerne
Što će meni usne lazljive
Što će meni oko tvoje
Kada znam da nije moje
Što će meni oči nevjerne.

Da su meni kćeri sinovi
Ja ih neću s tobom imati
Što će meni krov nad glavom
Kad ću doći zorom plavom
Al' neće me nitko čekati.","Ostarit ću ja, ostarit ćeš ti",https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/ostarit-cu-ja-ostarit-ces-ti.html,Gazde,"Ostarit Ću Ja, Ostarit Ćeš Ti",2:59,Na Dnu Duše Moje,1999.0,Rajko Dujmić,1999.0-Na Dnu Duše Moje
44,vOntpwRZ_1_44,Gazde,Gazde,Pazi duso,7797,"Danas sviram pjesmu ovu 
makar mi je tmuran dan
imam jedan dobar razlog
danas joj je rodjendan

Ne znam kako cu joj reci
neke lijepe, slatke rijeci
samo da joj zelim srecu
od svih drugih vecu
 
Ali ona sretna kaze
hvala, nije trebalo
shvatio sam netko drugi
srce joj osvojio

Ref.
Pazi, pazi, pazi duso
godinu si starija
taj ti mangup sada prica
isto sto sam pric'o ja

Pazi, pazi, pazi duso
ozbiljno ti kazem ja
lazes da si ljubav htjela 
sve si samo glumila

Pale su i lijepe rijeci
gdje si, sto si, kako si
probaj bar bez toga sad
jer mog'o bih ti pricati

Znao sam da to ce proci
i gledao je bas u oci
pogledom je sve mi rekla
i noc nas je zatekla

Opa, rekoh, stara prica
mala se promijenila
nabrzinu svoju plocu
opet si okrenula

Ref. 2x","https://tekstovi.net/2,962,20856.html",,,,,,,,['Marko Bujanović'],['Marko Bujanović'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/pazi-duso-pahuljice-7691.htm,Pazi dušo (pahuljice),1995 - Za ljubav tvoju,2005 - Zlatna kolekcija,,"Danas sviram pjesmu ovu
Makar mi je tmuran dan
Imam jedan dobar razlog
Danas joj je rodjendan

Ne znam kako cu joj reci
Neke lijepe, slatke rijeci
Samo da joj zelim srecu
Od svih drugih vecu

Ali ona sretna kaze
Hvala, nije trebalo
Shvatio sam netko drugi
Srce joj osvojio

Pazi, pazi, pazi duso
Godinu si starija
Taj ti mangup sada prica
Isto sto sam pric'o ja

Pazi, pazi, pazi duso
Ozbiljno ti kazem ja
Lazes da si ljubav htjela
Sve si samo glumila

Pale su i lijepe rijeci
Gdje si, sto si, kako si
Probaj bar bez toga sad
Jer mog'o bih ti pricati

Znao sam da to ce proci
I gledao je bas u oci
Pogledom je sve mi rekla
I noc nas je zatekla

Opa, rekoh, stara prica
Mala se promijenila
Nabrzinu svoju plocu
Opet si okrenula","Pazi, dušo",https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/pazi-duso.html,Gazde,Pazi Dušo,,Za Ljubav Tvoju,,Marko Bujanović,nan-Za Ljubav Tvoju/2005.0-Zlatna Kolekcija
45,vOntpwRZ_1_45,Gazde,Gazde,Poslije kise sunce dolazi,6932,"Kad bih mog'o skinuo bih 
zvijezde s neba za tebe
da ti svijetle dok me nema
kada noci zabole

Govore ti zlobni ljudi
da sam s drugom bio ja
ne vjeruj im, pusti price
ti si moja sudbina
 
Ref. 2x
Nema druge, jedina si ti
poslije kise sunce dolazi
ne slusaj ih, ljud lazu sve
nema meni druge do tebe

Da jos jedan zivot imam
malo bi nam bilo sve
za svu srecu ovog svijeta
nikom ne bih dao te

Govore ti zlobni ljudi
da sam s drugom bio ja
ne vjeruj im, pusti price
ti si moja sudbina

Ref. 2x
","https://tekstovi.net/2,962,19890.html",,,,,,,,,,,,,,,,,"Kad bih mogo,
Skinuo bih zvijezde s neba za tebe
Da ti svijetle dok me nema
Kada noći zabole
Govore ti zlobni ljudi
Da sam s drugom bio ja
Ne vjeruj im, pusti priče
Ti si moja sudbina, naj naj naj naj

Nema druge jedina si ti
Poslije kiše sunce dolazi
Ne slušaj, ljudi lažu sve
Nema meni druge do tebe.

Da još jedan život imam
Malo bi nam bilo sve
Za svu sreću ovog svjeta
Nitkom nebi dao te.
Govore ti zlobni ljudi
Da sam s drugom bio ja
Ne vjeruj im, pusti priče
Ti si moja sudbina, naj naj naj naj",Poslije kiše sunce dolazi,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/poslije-kise-sunce-dolazi.html,Gazde,Poslije Kiše Sunce Dolazi,3:36,Na Dnu Duše Moje,1999.0,Goran Orešković,1999.0-Na Dnu Duše Moje
46,vOntpwRZ_1_46,Gazde,Gazde,"Prerano, prerano",5769,"Nema srebra, nema zlata
da otvore rajska vrata
da jos jednom vidim lice
za kojim cu venuti

Nema noci, nema dana
ne prestaje boljet' rana
dusa sto ce od jutra
zaliti do vijeka
 
Ref. 2x
Prerano, prerano
Bog mi tebe uzeo
od mene, od mene
od mene premladu te k nebu poveo

Za tebe zvona nocas tuguju
a ja bih suzom platio 
kad bi te samo 
na trenutak vratio

Ref. 2x
","https://tekstovi.net/2,962,19543.html",,,,,,,,['Dražen Pavin'],['Dražen Pavin'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/prerano-prerano-7702.htm,"Prerano, prerano",,,,"Nema srebra, nema zlata
da otvore rajska vrata
da još jednom vidim lice
za kojim ću venuti

Nema noći, nema dana
ne prestaje boljet rana
duše što će od jutra
žaliti do vijeka

Prerano prerano
Bog mi tebe uzeo
od mene od mene
od mene premladu te k nebu poveo

Za tebe noćas zvona tuguju
a ja bih suzom platio
kad bi te samo
na trenutak vratio","Prerano, prerano",https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/prerano-prerano.html,Gazde,"Prerano, Prerano",3:11,Bit Će Bolje,,,nan-Bit Će Bolje
47,vOntpwRZ_1_47,Gazde,Gazde,Previse je bola na dnu duse moje,6854,"Nema tebe da se opet  oci raduju
jos te samo, jos te samo suze cekaju
nikog nema s kim ce dusa bol podijeliti
pa i ovo malo srece su mi odnijeli

Ref. 2x
Previse je bola na dnu duse moje
mnogo gorkih suza sakrivam
bit' ce srece za nas dvoje
nije nama samo tuga sudjena
 
Cujes li me sudbo sada dodji po mene
nek' se sklope oci ove, nek' me ne bude
nikog nema s kim ce dusa bol podijeliti
pa i ovo malo srece su mi odnijeli

Ref. 2x","https://tekstovi.net/2,962,20857.html",,,,,,,,['Zdravko Šljivac'],['Goran Orešković'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/previse-je-bola-na-dnu-duse-moje-7705.htm,Previše je bola na dnu duše moje,1999 - Na dnu duše moje,2005 - Zlatna kolekcija,,"Nema tebe da se opet oci raduju
Jos te samo, jos te samo suze cekaju
Nikog nema s kim ce dusa bol podijeliti
Pa i ovo malo srece su mi odnijeli

Previse je bola na dnu duse moje
Mnogo gorkih suza sakrivam
Bit' ce srece za nas dvoje
Nije nama samo tuga sudjena

Cujes li me sudbo sada dodji po mene
Nek' se sklope oci ove, nek' me ne bude
Nikog nema s kim ce dusa bol podijeliti
Pa i ovo malo srece su mi odnijeli",Previše je bola na dnu duše moje,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/previse-je-bola-na-dnu-duse-moje.html,Gazde,Previše Je Bola Na Dnu Duše Moje,2:55,Na Dnu Duše Moje,1999.0,Goran Orešković,1999.0-Na Dnu Duše Moje/2005.0-Zlatna Kolekcija
48,vOntpwRZ_1_48,Gazde,Gazde,Prorekli te,3576,"Zora dise, slatke usne ljube
otimaju se zivotu sati
u tebi je nesto meni slicno
ti si nesto sto se jos isplati

Dolazis na prstima polako
vidim boju sasvim nepoznatu
imas hrabrost, imas nesto moje
nesto sto je skovano u zlatu
 
Ref.
Prorekli te cigani pred zoru
kao zivu sliku na prozoru
prorekli mi boju oka tvoga
prorekli te kao dar od Boga

Mirise ti kosulja na cvijece
prstima mi crtas put do srece
prorekli te cigani pred zoru
kao zivu sliku na prozoru

Ref. 2x","https://tekstovi.net/2,962,41447.html",,,,,,,https://lyricstranslate.com/en/translations,,,,,,,,,,,,,,,,,,,
49,vOntpwRZ_1_49,Gazde,Gazde,Sacuvaj mene za sebe,16365,"Meni je s tobom lijepo
mene se ne ticu price
i to sto sad volim tebe
sto se to koga tice

Uvijek je tako bilo
kad neko s nekim krene
muski su bili losi
a lake su bile zene
 
Ref.
Sacuvaj mene za sebe
nek' prica tko sto hoce
bez tebe k'o da me nema
umro bih od samoce

Sacuvaj mene za sebe
i uvijek moja budi
i ti sto glume svece
i oni su samo ljudi

Meni je s tobom lijepo
ja ne slusam price sa strane
hvala ti za moju srecu
za ove nase dane

Ref.

Ref.
","https://tekstovi.net/2,962,19888.html",,,,,,,,,,,['Gazde'],https://diskografija.com/pjesma/sacuvaj-mene-za-sebe-387.htm,Sačuvaj mene za sebe,2001 - Nije meni žao,2005 - Zlatna kolekcija,,"Meni je s tobom lijepo
Mene se ne tiču priče
I to što sad volim tebe
Što se to koga tiče

Uvijek je tako bilo
Kad netko s nekim krene
Muški su bili loši
A lake su bile žene

Sačuvaj mene za sebe
Nek priča tko što hoće
Bez tebe ko da me nema
Umro bih od samoće

Sačuvaj mene za sebe
I uvijek moja budi
I ti što glume svece
I oni su samo ljudi

Meni je s tobom lijepo
Ja ne slušam priče sa strane
Hvala ti za moju sreću
Za ove naše dane",Sačuvaj mene za sebe,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/sacuvaj-mene-za-sebe.html,Gazde,Sačuvaj Mene Za Sebe,04:04,Zlatna Kolekcija,2005.0,,2005.0-Zlatna Kolekcija
50,vOntpwRZ_1_50,Gazde,Gazde,"Samujem, tugujem",5645,"Mirisu livade, lipe vec su procvale
zlatno klasje njise se, tebe nema kraj mene
oci tvoje zelene ugasle su za mene
usne sto su ljubile dusu su mi ubile

Ref. 2x
Samujem, tugujem
bez tebe bolujem
tugujem, samujem
bez tebe ludujem
 
Kisne kapi romore
kao da mi govore
tambure sto sviraju
ime tvoje diraju

Bijele ptice, letite
pozdrav joj odnesite
zvijezde sjajne, putujte
natrag mi je vratite

Ref. 2x

Bez tebe ja umirem","https://tekstovi.net/2,962,20235.html",,,,,,,,['Zdravko Šljivac'],['Mihaela Botko'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/samujem-tugujem-7687.htm,"Samujem, tugujem",1995 - Za ljubav tvoju,"1998 - Za dušu - Vesna Pezo
Aranžman: Goran Mačužić",2005 - Zlatna kolekcija,"Mirisu livade, lipe vec su procvale
Zlatno klasje njise se, tebe nema kraj mene
Oci tvoje zelene ugasle su za mene
Usne sto su ljubile dusu su mi ubile

Samujem, tugujem
Bez tebe bolujem
Tugujem, samujem
Bez tebe ludujem

Kisne kapi romore
Kao da mi govore
Tambure sto sviraju
Ime tvoje diraju

Bijele ptice, letite
Pozdrav joj odnesite
Zvijezde sjajne, putujte
Natrag mi je vratite

Bez tebe ja umirem","Samujem, tugujem",https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/samujem-tugujem.html,Gazde,"Samujem, Tugujem",,Za Ljubav Tvoju,,Mihaela Botko,nan-Za Ljubav Tvoju/2005.0-Zlatna Kolekcija
51,vOntpwRZ_1_51,Gazde,Gazde,Sedmica,4481,"Da mi je na lotu sedmica
samo jedno kupio bih ja
punomoc na tvoje srce
kupio bih pa nek tuce
neka tuce pokraj mojega

Bas smo dv'je budale bili mi
svadjali se, pa se mirili
oboje smo rijetke ptice
koga ljubis izdajice
koga ljubis, mislis na mene
 
Ref. 2x
Nemam tol'ko vina niti prijatelja
da se s njima utjesim
ima tol'ko zena, nisam od kamena
al' ni jedna kao ti

Prijatelji poslije ljubavi 
nece ici duso, vjeruj mi
oboje smo rijetke ptice
koga ljubis izdajice
koga ljubis, mislis na mene

Ref. 3x","https://tekstovi.net/2,962,35122.html",,,,,,,,,,,,,,,,,,,,,,,,,,
