,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija
20,/gYDFxB8_1_20,Jasna Zlokić,Jasna Zlokić,Na obali,9581,"Na obali, u ljetu nacija cijela
se spusti na plazu
na obali, ovaj zivot je lak
na obali, ni sunce ni more ne lazu
na obali, momci svi su za brak

Ref.
Na obali, ti naci ces najljepse rame
da nasloni glavu
na obali, bit ces najljepsa ti
na obali, svi rece ti naso sam pravu
i klapa ce u luci pjevati

Dovidjenja mala, bijeli brod ceka nas
ljubavi vratit cemo se opet za ljeto
i pjevati na zaru tom, na obali

Ref.

Dovidjenja mala, bijeli brod ceka nas
ljubavi vratit cemo se opet za ljeto
i pjevati na zaru tom, na obali
(3x)","https://tekstovi.net/2,1138,19566.html",,Na obali,On The Shore,Vrijeme je uz nas,"Na obali, u ljetu,
Nacija cijela se spusti na plažu.
Na obali, ovaj život je lak!
Na obali, ni sunce ni more ne lažu.
Na obali, momci svi su za brak.. Na obali, ti nać ćeš najljepše rame
Da nasloniš glavu.
Na obali, bit ćeš najljepša ti!
Na obali, svi reć će ti: Našo sam pravu,
A klapa će u luci pjevati.
Doviđenja mala, bijeli brod čeka nas
Ljubavi, vratit cemo se opet sa ljetom
i pjevati na žalu tom, na obali...","On the shore, in summer
Whole nation comes down to the beach.
On the shore, this life is easy!
On the shore, not the sun nor the sea don't lie.
On the shore, all guys are the marrying kind.. On the shore, you'll find the most beautiful shoulder
To put your head on.
On the shore, you will be the prettiest one!
On the shore, everyone will tell you: I find the right one,
And the klapa will sing in the harbour.
So long, baby, a white ship waits on us
My love, we'll come back again with the summer
And sing on that sand, on the shore...",https://lyricstranslate.com/en/na-obali-shore.html,['Rajko Dujmić'],['Stevo Cvikić'],['Rajko Dujmić'],['Jasna Zlokić'],1989 - Vrijeme je uz nas,1997 - Sve ove godine,2002 - Zvuk osamdesetih Zabavna i Pop 1988 - 1989,https://diskografija.com/pjesma/na-obali-83.htm,Na obali,2007 - Zlatna kolekcija,,,,
21,/gYDFxB8_1_21,Jasna Zlokić,Jasna Zlokić,Ne trazi me,2596,"Nikad se vise ne vracaj ti
makar bi sutra zeljeli to
jedno smo drugom daleki mir
izmedju nas se raspuklo tlo

Ref.
Ti ne trazi me kad odes od nje
za sve ono sto sam dala ti
nemoj mi ni reci hvala ti
ne, ne trazi me, kad odes od nje
 
Kraj mene vise ne trazi spas
ja necu znati da cujem tvoj glas
jos samo zbogom, proslo je sve
molim te nikad ne trazi me

Ref.","https://tekstovi.net/2,1138,44040.html",,,,,,,,['Đorđe Novković'],['Željko Pavičić'],['Stipica Kalogjera'],['Jasna Zlokić'],,,,https://diskografija.com/pjesma/ne-trazi-me-87.htm,Ne traži me,,,,,
22,/gYDFxB8_1_22,Jasna Zlokić,Jasna Zlokić,Ne znam koji vjetar puse,14378,"Ti odes pa se vratis
bas su cudni tvoji puti
ostaje mi samo da se ceka
dugo ceka, da se voli, da se suti

Ti odes pa te nema
nikad ne znam da l' ces doci
a kada dodjes, vrijeme bijezi
samo leti
mozda sutra vec ces poci
 
Ref.
I ne znam koji vjetar puse
sta ce s nama biti sutra
pitanja me stara guse
pa ne spavam sve do jutra

Ne znam koji vjetar puse
hocemo li stalno tako
snovi se moji ruse i srce tuce
srce tuce jako

Ti odes pa mi pises
uvijek iste slatke rijeci
a ja bih tebe, htjela blizu
uvijek blizu
samo to me zbilja lijeci

Ref. 2x","https://tekstovi.net/2,1138,38641.html",,Ne znam koji vjetar puše,I Don't Know Which Wind is Blowing,Pusti me da prođem,"Ti odeš pa se vratiš
Baš su čudni tvoji puti
Ostaje mi samo da se čeka
Dugo čeka, da se voli
Da se šuti. Ti odeš pa te nema
Nikad ne znam dal' ćeš doći
A kada dođeš,
Vrijeme bježi, samo leti
Možda sutra već ćeš poći. [Refren]
I ne znam koji vjetar puše
Što će s nama biti sutra
Pitanja me stara guše
Pa ne spavam sve do jutra
Ne znam koji vjetar puše
Hoćemo li stalno tako
Snovi se moji ruše
I srce tuče, srce tuče jako. Ti odeš pa mi pišeš
Uvijek iste slatke riječi
A ja bih tebe htjela blizu
Uvijek blizu
Samo to me zbilja liječi. [Refren]
I ne znam koji vjetar puše
Što će s nama biti sutra
Pitanja me stara guše
Pa ne spavam sve do jutra
Ne znam koji vjetar puše
Hoćemo li stalno tako
Snovi se moji ruše
I srce tuče, srce tuče jako","You go and then come back
Your ways are really strange
I am left with only the waiting
To wait long, to love
To be silent. You go and then you're gone
I never know if you will come
And when you come
Time runs, just flies
Maybe tomorrow already you'll go. [Refrain]
And I don't know which wind is blowing
What will become of us tomorrow
Old questions choke me
So I don't sleep until morning
I don't know which wind is blowing
Are we going on like that all the time
My dreams are collapsing
And my heart pounds, heart pounds hard. You go and then you write to me
Always the same sweet words
And I would like you close to me
Always close
Only that really cures me. [Refrain]
And I don't know which wind is blowing
What will become of us tomorrow
Old questions choke me
So I don't sleep until morning
I don't know which wind is blowing
Are we going on like that all the time
My dreams are collapsing
And my heart pounds, heart pounds hard",https://lyricstranslate.com/en/ne-znam-koji-vjetar-pu%C5%A1e-i-dont-know-which-wind-blowing.html,['Rajko Dujmić'],['Momčilo Popadić'],['Rajko Dujmić'],['Jasna Zlokić'],1983 - Split 83,1983 - Pusti me da prođem,1984 - Pusti me da prođem / Skitnica,https://diskografija.com/pjesma/ne-znam-koji-vjetar-puse-89.htm,Ne znam koji vjetar puše,1997 - Sve ove godine,2007 - Zlatna kolekcija,,,
23,/gYDFxB8_1_23,Jasna Zlokić,Jasna Zlokić,Nikad nisam znala,3895,"Jos jedna hladna zora
srcu kao sudbina
a postelja je tvoja more
ljubav vec je upila

Kradem dane mada znam
mogla sam pametnije
al' strah je tu u meni
da ces s drugom imat sve
 
Ref.
Nikad nisam znala
da si me volio
na mom su srcu suze
zivot moj si slomio

Ljubav sto sam tebi dala
sad se bojim da ti ne bi pamtio
za mnom ne bi zalio
ja nikad nisam znala da
da si me volio

Ref. 2x","https://tekstovi.net/2,1138,36526.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Marko Tomasović'],['Nevia Korpar'],['Duško Mandić'],['Jasna Zlokić'],,,,https://diskografija.com/pjesma/nikad-nisam-znala-da-si-me-volio-25.htm,Nikad nisam znala (da si me volio),,,,,
24,/gYDFxB8_1_24,Jasna Zlokić,Jasna Zlokić,Nikad vise te jeseni,8058,"Ulazim u kucu
gdje sve je bilo nase
paucina pada
sa stropa poput srebra

Na stolu samo dvije
neoprane case
novine sa datumom
prosloga septembra
 
Dugo nikog nema
no zar je to i vazno
nikog ni ne trazim
kad vec nemam tebe

Sad sve mi se cini
otuzno i lazno
izgubila sam srecu
izgubila sam sebe
izgubila sam sve

Ref. 2x
Nikad vise te jeseni
nikad vise te ljubavi
u srcu mom caruju tek zime
a ti ne pamtis, ne znas mi ni ime

Nikad vise te jeseni
nikad vise te ljubavi

Ulazim u kucu
gdje sve je bilo nase
nikog ni ne trazim
kad vec nemam tebe

Na stolu samo dvije
neoprane case
izgubila sam srecu
izgubila sam sebe
izgubila sam sve

Ref.","https://tekstovi.net/2,1138,15089.html",,Nikad više te jeseni,,Vjeruj mi,"Ulazim u kuću
gdje sve je bilo naše
paučina pada
sa stropa poput srebra. Na stolu samo
dvije neoprane čaše
novine sa datumom
prošlog septembra. Dugo nikog nema
no zar je to i važno
nikog ni ne tražim
kad već nemam tebe. Sad sve mi se čini
otužno i lažno
izgubila sam sreću
izgubila sam sebe
izgubila sam sve. Nikad više te jeseni
nikad više te ljubavi
u srcu mom caruju tek zime
a ti ne pamtiš
ne znaš mi ni ime
nikad više te jeseni
nikad više te ljubavi",,https://lyricstranslate.com/en/jasna-zloki%C4%87-nikad-vi%C5%A1e-te-jeseni-lyrics.html,['Rajko Dujmić'],['Mario Mihaljević'],['Rajko Dujmić'],['Jasna Zlokić'],1985 - Vjeruj mi,2007 - Zlatna kolekcija,,https://diskografija.com/pjesma/nikad-vise-te-jeseni-93.htm,Nikad više te jeseni,,,,,
25,/gYDFxB8_1_25,Jasna Zlokić,Jasna Zlokić,Nisam ti se tugo nadala,17997,"Da nije ovih pustih godina
da nije onih noci cekanja
ja sam mogla dusom svom
nekom drugom ugrijati dom
da zvijezde nisu htjele nebu tvom

Da nije ovog tijela plamenog
da nije tvoga srca kamenog
ja sam mogla drugome
rodit lijepe sinove
da me nisu tvoje oci gledale
 
Ref.
Nisam ti se tugo nadala
beskrajno sam njega cekala
nisam ti se sreco sakrila
samo za njeg' sam se rodila
za njeg' stvorila","https://tekstovi.net/2,1138,19475.html",,"Nisam ti se, tugo, nadala","I Didn't Hope For You, Sorrow",90E zabavne antologija,"Da nije ovih pustih godina
Da nije onih noći čekanja
Ja sam mogla dušom svom
Nekom drugom ugrijati dom
Da zvijezde nisu htjele nebu tvom. Da nije ovog tijela plamenog
Da nije tvoga srca kamenog
Ja sam mogla drugome
Rodit lijepe sinove
Da me nisu tvoje oči gledale. [Refren]
Nisam ti se, tugo, nadala
Beskrajno sam njega čekala
Nisam ti se, srećo, sakrila
Samo za njeg sam se rodila
Za njeg' stvorila","If there was not for these lonely years
If there was not for those nights of waiting
I could have, with my whole soul,
Make someone else's home warm
If the stars hadn't wanted to go to your sky. If there was not for this flaming body
If there was not for your heart of stone
I could have given beautiful sons
To someone else
If your eyes had not looked at me. [Refrain]
I did not hope for you, sadness
I waited for him endlessly
I did not hide from you, happiness
I was born just for him
Made for him",https://lyricstranslate.com/en/nisam-ti-se-tugo-nadala-i-didnt-hope-you-sorrow.html,['Tonči Huljić'],['Vjekoslava Huljić'],,['Jasna Zlokić'],1993 - Nisam ti se tugo nadala,"2004 - Best of 1990 - 2004
Aranžman: Nikša Bratoš","2007 - Zlatna kolekcija
Aranžman: Nikša Bratoš",https://diskografija.com/pjesma/nisam-ti-se-tugo-nadala-21.htm,Nisam ti se tugo nadala,,,,,
26,/gYDFxB8_1_26,Jasna Zlokić,Jasna Zlokić,Okreni drugu stranu,3368,"Okreni drugu stranu
 vise me ne boli
i nema nista novo
 nista vazno nije

Okreni drugu stranu
 dvoje kad se voli
ti nisi bio moj
 ti nisi bio moj
 ni danas ni prije
 
Ref. 2x
Ne zovi me
 ne trazi me
pusti da vjetar
 izbrise sve

Okreni drugu stranu
 istice nam vrijeme
sada kad je kraj
 nemoj biti tuzan

Okreni drugu stranu 
i ne misli na mene
ti nisi nista dao
 ti nisi nista dao
 ti nisi nista duzan

Ref. 2x","https://tekstovi.net/2,1138,37549.html",,,,,,,,['Đorđe Novković'],['Mario Vukelić'],['Stipica Kalogjera'],['Jasna Zlokić'],,,,https://diskografija.com/pjesma/okreni-drugu-stranu-96.htm,Okreni drugu stranu,,,,,
27,/gYDFxB8_1_27,Jasna Zlokić,Jasna Zlokić,On mi treba do neba,2650,"Jedna losa godina
slomljena krila leptira
a ja i ti bez ljubavi

On mi treba do neba
ti mi ostajes drug
i ne pitaj zasto je kraj
ne pitaj zasto je kraj
 
Ljubav je zacaran krug
i ne pitaj zasto je kraj
ne pitaj zasto je kraj
ljubav je zacaran krug

Zadnji drhtaj proljeca
sreca stigla do kraja
a ja i ti bez ljubavi","https://tekstovi.net/2,1138,44039.html",,,,,,,,['Đorđe Novković'],['Zlatko Sabolek'],['Stipica Kalogjera'],['Jasna Zlokić'],,,,https://diskografija.com/pjesma/on-mi-treba-do-neba-97.htm,On mi treba do neba,,,,,
28,/gYDFxB8_1_28,Jasna Zlokić,Jasna Zlokić,Pismo,33482,"Ne, nemojte, baciti ovo pismo 
mada se nikada, upoznale nismo
vi znate sto je prava sreca
a ja sam bila uvijek samo treca

Pismom necu vas, zamarati dugo
vas dvoje ste stvoreni, jedno za drugo
ja sam tek jedna od vasih bura
obicna, prolazna avantura
 
Ref.
Da krala sam ga, vama krala sam ga 
i sad mi je zao
al' vjerujte mi, ne nije mi ne 
vise no vama dao

Sad vracam vam ga
evo vracam vam ga
jer poslije dosta vina
on priznao je, meni priznao je 
da voli vas i sina
on priznao je, sebi priznao je
da voli vas i sina

Ja sam tek jedna od vasih bura
obicna, prolazna avantura

Ref.

Sad vracam vam ga
evo vracam vam ga
jer poslije dosta vina
on priznao je, meni priznao je 
da voli vas i sina

Krala sam ga i voljela ga
i sad mi je zao
al' vjerujte mi, ne nije mi ne
vise no vama dao

Sad vracam vam ga
evo vracam vam ga
jer poslije dosta vina
on priznao je, meni priznao je 
da voli vas i sina
on priznao je, sebi priznao je
da voli vas i sina

Ne moze bez vas i sina
da voli vas i sina","https://tekstovi.net/2,1138,22334.html",,Pismo,A letter,Ja Sam Ti Jedini Drug,"Ne, nemojte, baciti ovo pismo
Mada se nikada, upoznale nismo
Vi znate što je prava sreća
A ja sam bila uvijek samo treća. Pismom neću vas, zamarati dugo
Vas dvoje ste stvoreni, jedno za drugo
Ja sam tek jedna od vaših bura
Obična, prolazna avantura. REF.
Da krala sam ga, vama krala sam ga
I sad mi je žao
Al’ vjerujte mi, ne nije mi ne
Više no vama dao. Sad vraćam vam ga
Evo vraćam vam ga
Jer poslije dosta vina
On priznao je, meni priznao je
Da voli vas i sina
On priznao je, sebi priznao je
Da voli vas i sina. Ja sam tek jedna od vasih bura
Obična, prolazna avantura. REF.
Da krala sam ga, vama krala sam ga
I sad mi je žao
Al’ vjerujte mi, ne nije mi ne
Više no vama dao. Sad vraćam vam ga
Evo vraćam vam ga
Jer poslije dosta vina
On priznao je, meni priznao je
Da voli vas i sina. Krala sam ga i voljela ga
I sad mi je žao
Al’ vjerujte mi, ne nije mi ne
Više no vama dao. Sad vraćam vam ga
Evo vraćam vam ga
Jer poslije dosta vina
On priznao je, meni priznao je
Da voli vas i sina
On priznao je, sebi priznao je
Da voli vas i sina. Ne može bez vas i sina
Da voli vas i sina","No, don't, throw away this letter
Although, we have never met
You know what the real happiness is
And I would be always the the 3rd one. I won't with letter, bother you long
You two are meant, for each other
I am only one of your whirlwinds1
Simple, ephemeral adventure. REF.
Yes, I used to steal him from you, I used to steal him from you
And I am sorry now
But believe, he didn't give me, oh no
give me more that to you. Now I am returning him to you
Here, I am returning him to you
Because after a lot of wine
He confessed, he confessed to me
That he loved you and son
He confessed, confessed to himself
that he loved you and son. I am only one of your whirlwinds1
Simple, ephemeral adventure. REF.
Yes, I used to steal him from you, I used to steal him from you
And I am sorry now
But believe, he didn't give me, oh no
gave me more that to you. Now I am returning him to you
Here, I am returning him to you
Because after a lot of wine
He confessed, he confessed to me
That he loved you and son. I used to steal him and love him
And I am sorry now
But believe, he didn't give me, oh no
gave me more that to you. Now I am returning him to you
Here, I am returning him to you
Because after a lot of wine
He confessed, he confessed to me
That he loved you and son
He confessed, he confessed to me
That he loved you and son. He can't be without you and son
That he loved you and son",https://lyricstranslate.com/en/pismo-letter.html-2,['Rajko Dujmić'],['Mario Mihaljević'],['Rajko Dujmić'],['Jasna Zlokić'],1986 - Split 86,1987 - Ja sam ti jedini drug,1997 - Sve ove godine,https://diskografija.com/pjesma/pismo-100.htm,Pismo,2007 - Zlatna kolekcija,,,,
29,/gYDFxB8_1_29,Jasna Zlokić,Jasna Zlokić,Pjesmo moja,4705,"Zbog tebe sam, sve sam ostavila
pjesmo moja, prokleta i draga
lutalica postadoh zbog tebe
pjesmo moja, surova i blaga

Prijatelje donijela mi nove
pjesmo moja, suncana i snjezna
prijatelje otela mi stare
pjesmo moja, okrutna i blaga
 
A kad se smire i posljednji zvuci
i noc me primi s obadvije ruke
obicna sam i jos uvijek ista
u narucju moje luke

I na pjesku miluje me bura
zacujem sve iz djetinjstva zvuke
otac pjeva, majka tiho moli
miluju me njene ruke

Zbog tebe sam, sve sam ostavila
pjesmo moja, okrutna i njezna","https://tekstovi.net/2,1138,38639.html",,,,,,,,['Rajko Dujmić'],['Mario Mihaljević'],['Rajko Dujmić'],['Jasna Zlokić'],1985 - Vjeruj mi,1985 - Split 85 - Jasna Zlokić & Klapa Ošjak,1997 - Sve ove godine,https://diskografija.com/pjesma/pjesmo-moja-101.htm,Pjesmo moja,2007 - Zlatna kolekcija,,,,
30,/gYDFxB8_1_30,Jasna Zlokić,Jasna Zlokić,Potrosilo nas vrime,2062,"Ovaj zivot vridan je
tezak je
al' sve uvik lipse izgleda
priko tvoga ramena

Onda ledja okrenes
nestanes
i sve tuge slete na mene
vecer utihne
 
Ref.
Potrosilo nas vrime
kao svica svoju nit
jeseni i zime
dobrodosle u moj svit

A ono malo sunca
sto sam sakrila za kraj
dat cu opet tebi 
kao nekad zagrljaj

S tvoje strane kreveta
postelja
jos po tvojoj kosi mirise
jos te ima previse

Nista nije vazno sad
ponekad
kad ti ne'ko ime spomene
nemir pokrene

Ref. 2x","https://tekstovi.net/2,1138,61838.html",,Potrošilo nas vrime,Time Wore Us Out,Potrošilo Nas Vrime,"Ovaj život vridan je, težak je
Al' sve uvik lipše izgleda
Priko tvoga ramena
Onda leđa okreneš, nestaneš
I sve tuge slete na mene
Večer utihne. [Pripjev]
Potrošilo nas virme
Kao svića svoju nit
Jeseni i zime,
Dobrodošle u moj svit
A ono malo sunca što sam sakrila za kraj
Dat ću opet tebi
Kao nekad zagrljaj. S tvoje strane kreveta
Postelja još po tvojoj kosi miriše
I još te ima previše
Ništa nije važno sad
Ponekad, kad ti netko ime spomene
Nemir pokrene. [Pripjev]
Potrošilo nas virme
Kao svića svoju nit
Jeseni i zime,
Dobrodošle u moj svit
A ono malo sunca što sam sakrila za kraj
Dat ću opet tebi
Kao nekad zagrljaj. Dat ću opet tebi
Kao nekad zagrljaj","This life is precious, it is hard
But everything always looks nicer
Looking over your shoulder
Then you turn your back, disappear
And all the sorrows fly down on me
Evening becomes quiet. [Chorus]
Time wore us out
Like a candle wears out its wick
Autumns and winters
Welcome to my world
And that bit of sun that I have hidden for the end
I will give to you again
Like I used to give you a hug. On your side of the bed
Bedding still smells like your hair
And there is still too much of you
Nothing is important now
Sometimes, when someone mentions your name
Restlessness begins. [Chorus]
Time wore us out
Like a candle wears out its wick
Autumns and winters
Welcome to my world
And that bit of sun that I have hidden for the end
I will give to you again
Like I used to give you a hug. I will give to you again
Like I used to give you a hug",https://lyricstranslate.com/en/potrosilo-nas-vrime-time-wore-us-out.html,,,,,,,,,,,,,,
