,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija
11,Wal+tKVc_1_11,Maja Šuput,Maja Šuput,Ne lomi mi srce,5106,"Ljubila sam djavola
bio mi je los
htjela sam ga uvijek jos

Ali nema plakanja
ove noci toci nam
kao da mi je rodjendan
 
Klub je pun a tvoje price prazne
kazes da me volis, pijanu me lazes
vidis da ti svojim srcem masem
kako da ti kazem

Ref.
Ne lomi mi srce, lomi mi krevet
sve su tvoje prazne price
da l' varas me sa jednom ili sa devet
ti razbojnice

Ne lomi mi srce, lomi mi krevet
lomi case jer me volis
koliko me ljubis da modrice pravis
i usne bolis

Ref. 2x","https://tekstovi.net/2,1609,51599.html",,Ne lomi mi srce,Don't break my heart,,"Ljubila sam đavola
1
Bio mi je los, htjela sam ga uvijek još
Ali nema plakanja
Ove noći toči nam kao da mi je rođendan. Klub je pun, a tvoje priče prazne
Kažu da me voliš, pijanu me lažeš
Vidiš da ti svojim srcem mašem
Kako da ti kazem. Refren
Ne lomi mi srce
Lomi mi krevet
Sve su tvoje prazne priče
Jel varaš me s jednom
Ili sa devet, ti razbojniče
Ne lomi mi srce
Lomi mi krevet
Lomi čaše jer me voliš
Koliko me ljubiš da modrice praviš
I usne boliš. Eeeej, a ja lomim te jako
Lomim te u struku
Eeeej, uzalud bježim
Kad usne tebi vuku. Samo da poljubim te Maja
Da ova večer nema kraja. Ljubila sam đavola
Bio mi je los, htjela sam ga uvijek još
Ali nema plakanja
Ove noći toči nam ko da mi je rođendan. Klub je pun, a tvoje priče prazne
Kažu da me voliš, pijanu me lažeš
Vidiš da ti svojim srcem mašem
Kako da ti kazem. Refren Ne lomi mi srce
Lomi mi krevet
Sve su tvoje prazne priče
Jel varaš me s jednom
Ili sa devet, ti razbojniče
Ne lomi mi srce
Lomi mi krevet
Lomi čaše jer me voliš
Koliko me ljubiš da modrice praviš
I usne boliš. Eeeej, a ja lomim te jako
Lomim te u struku
Eeeej, uzalud bježim
Kad usne tebi vuku. Samo da poljubim te Maja
Da ova večer nema kraja. Refren
Ne lomi mi srce
Lomi mi krevet
Sve su tvoje prazne priče
Jel varaš me s jednom
Ili sa devet, ti razbojniče
Ne lomi mi srce
Lomi mi krevet
Lomi čaše jer me voliš
Koliko me ljubiš da modrice praviš
I usne boliš","I loved the devil
He was bad, I always wanted him even more
But I won't cry
Tonight pour it as if it is my birthday. Club is crowded and your talk is empty
They say you love me, I'm drunk and you're lying to me
Can't you see I'm waving with my heart
How to tell you.... Don't break my heart
Break my bed
Your whole talk is empty
Do you cheat on me with one girl
Or with nine of them, you robber
Don't break my heart
Break my bed
Break glasses because you love me
You're kissing me so much that I have bruises
And my lips are hurting",https://lyricstranslate.com/en/ne-lomi-mi-srce-dont-break-my-heart.html,['Maja Šuput'],https://diskografija.com/pjesma/ne-lomi-mi-srce-26567.htm,Ne lomi mi srce,,,,,
12,Wal+tKVc_1_12,Maja Šuput,Maja Šuput,Neizljecivo (feat. Romalen),1737,"Svirajte za sve ljubavnice
jer i tanke i njezne mog srca su zice
i ovu noc s tobom bi bila
al' ni ptica ne leti kad slome krila

Sada putujem gdje ljubav boli
jos me nocas voli
 
Ref.
Neizljecivo srce je moje
otkako je bez ljubavi tvoje
svijet ce propasti, kraj nam se sprema
tebe ocekujem, a tebe nema

Ko mjesec mlad suze se cakle
i jos boli me mjesto gdje moje usne su me takle
i ovu noc s tobom bi bila
al' ni ptica ne leti kad slome krila

Ref.

Ref. 2x","https://tekstovi.net/2,1609,50880.html",,,,,,,,"['Maja Šuput', 'Romalen']",https://diskografija.com/pjesma/neizljecivo-15431.htm,Neizlječivo,,,,2011 - Nevaljala,2011 - Nevaljala - unplugged - Maja Šuput & Maredo
13,Wal+tKVc_1_13,Maja Šuput,Maja Šuput,Nek ti bude krivo,27845,"Duso pitam se kamo sve to vodi
pa kazem sama sebi, daj se oslobodi
dosta je noci u suzama i znoju
skidam sa sebe ovu sivu boju
oblacim crveno i pravit cu se ja
da ne volim te oci boje indiga
 
Nocas izlazim u grad i ulice zapalit cu
i na tebe i na nju dragi, tocku stavit cu
ostavljam tugu s prasinom na cesti
nije me briga da li cu te sresti
oblacim crveno i nocas moj je grad
ne zanima me vise ni gdje si sad

Ref. 2x
Svirajte mi zivo nek muzika me spasi
nek se tresu stolovi sa kojih cemo pasti
a kad ti neka druga krevet namjesti
ti zatvori oci pa me zamisli
i nek ti bude krivo sto me vise nemas
nek ti bude krivo, sada kad me trebas

Ref. 2x","https://tekstovi.net/2,1609,38582.html",,Nek' ti bude krivo,May you feel sorry,,"Dušo pitam se kamo sve to vodi
1
pa kažem sama sebi, daj se oslobodi
dosta je noći u suzama i znoju
skidam sa sebe ovu sivu boju
oblačim crveno i pravit ću se ja
da ne volim te oči boje indiga. Noćas izlazim u grad i ulice zapalit ću
i na tebe i na nju dragi, točku stavit ću
ostavljam tugu s prašinom na cesti
nije me briga da li ću te sresti
oblačim crveno i noćas moj je grad
ne zanima me više ni gdje si sad. Svirajte mi živo nek muzika me spasi
nek se tresu stolovi sa kojih ćemo pasti
a kad ti neka druga krevet namjesti
ti zatvori oči pa me zamisli
i nek ti bude krivo što me više nemaš
nek ti bude krivo, sada kad me trebaš","Honey, I wonder where all this leads
And I tell myself ''free yourself''
I'm tired of night in tears and sweat
I'm taking off of myself this gray color
I dress myself in red and I'll pretend
I do not like those indigo eyes. Tonight I'm going out in the town and I'll set streets on fire
I'll put an end to you and to her too, my darling
I'm leaving sadness with dust on the road
I do not care will I meet you
I dress myself and town is mine tonight
I don't care anymore where are you now. Play me cheerful music so music will save me
Let shake the tables from which we will fall
And when some other girl set your bed
Close your eyes and imagine me
And I wish you will feel sorry because you don't have me anymore
I wish you will feel sorry now, when you need me",https://lyricstranslate.com/en/nek-ti-bude-krivo-may-you-feel-sorry.html,['Maja Šuput'],https://diskografija.com/pjesma/nek-ti-bude-krivo-19952.htm,Nek ti bude krivo,,,,,
14,Wal+tKVc_1_14,Maja Šuput,Maja Šuput,Nemam koga volim najvise,17517,"Mirises li jos po poljskom cvijecu
nisu blaga dovoljna za srecu
ne znam kud sa sobom 
sve bih dala za minutu s tobom
a tu minutu docekati necu

Ref. 2x
Svega imam, sve sto pozelim
i s drugima rado podjelim
svega imam cak i previse
nemam koga volim najvise
 
Nisu vise tako topla ljeta
i bas cesto uhvati me sjeta
grijeh je da se covjek zali
ali sve mi tvoje fali
sto ne starim s tobom bas je steta

Ref. 2x

I nisu vise tako topla ljeta 
i bas cesto uhvati me sjeta
grijeh je da se covjek zali
ali sve mi tvoje fali
sto ne starim s tobom bas je steta","https://tekstovi.net/2,1609,24694.html",,,,,,,,['Maja Šuput'],https://diskografija.com/pjesma/nemam-koga-volim-najvise-10156.htm,Nemam koga volim najviše,['Denis Dumančić'],['Faruk Buljubašić Fayo'],"['Robert Vrbančić', 'Goran Kovačić']",2006 - Obori me s nogu,2007 - Hit Records Party 2
15,Wal+tKVc_1_15,Maja Šuput,Maja Šuput,Neprilika,7582,"Pice i muzika
treba mi isprika
da nestanem 
da zaboravim
ti si mi prilika
a mozda i neprilika
 
Noc je ko stvorena
da nam se posreci
taman smo popili
sreca je u nesreci
treba mi sretan kraj
prespavaj

Ref. 2x
Svjetla ugasite
da ga ne vidim
ruke mi svezite
da ga ne grlim

Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a sto bi drugo radili
to mi pada napamet
ja lopov, a ti prilika i neprilika 

Ref. 

Svjetla ugasite
ruke mi svezite","https://tekstovi.net/2,1609,44413.html",,Neprilika,Trouble,,"Piće i muzika treba mi isprika
1
da ne stanem da zaboravim
ti si mi prilika
a možda i neprilika. Noć je k'o stvorena da nam se posreći
taman smo popili sreća je u nesreći
treba mi sretan kraj prespavaj. Svjetla ugasite
da ga ne vidim
ruke mi svežite
da ga ne grlim. Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a što bi drugo radili
to mi pada napamet
ja lopov a ti prilika i neprilika. Svjetla ugasite,
da ga ne vidim
ruke mi svežite,
da ga ne grlim. Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a što bi drugo radili
to mi pada napamet
ja lopov a ti prilika i neprilika. Noć je k'o stvorena da nam se posreći
taman smo popili sreća je u nesreći
treba mi sretan kraj prespavaj. Svjetla ugasite
da ga ne vidim
ruke mi svežite
da ga ne grlim. Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a što bi drugo radili
to mi pada napamet
ja lopov a ti prilika i neprilika. Svjetla ugasite
ruke mi svežite. Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a što bi drugo radili
to mi pada napamet
ja lopov a ti prilika i neprilika. Jer to mi pada napamet
kad smo sami ja i ti
to mi pada napamet
a što bi drugo radili
to mi pada napamet
ja lopov a ti prilika i neprilika.","Drink and music, I need an excuse
to disappear, to forget
You are my opportunity (chance to do that)
Or maybe you are trouble. Night is perfect for us to get lucky
We drank enough, there's blessing in disguise
I need a happy ending, stay over here. Turn off the lights
so I won't see him
Tie my hands
so I won't hug him. Because that comes to mind
when we are alone
That comes to my mind
And what else we are supposed to do
That comes to my mind
I am a thief and you are opportunity and trouble. Turn off the lights
so I won't see him
Tie my hands
so I won't hug him. Because that comes to mind
when we are alone
That comes to my mind
And what else we are supposed to do
That comes to my mind
I am a thief and you are opportunity and trouble. Night is perfect for us to get lucky
We drank enough, there's blessing in disguise
I need a happy ending, stay over here",https://lyricstranslate.com/en/neprilika-trouble.html,['Maja Šuput'],https://diskografija.com/pjesma/neprilika-19955.htm,Neprilika,,,,,
16,Wal+tKVc_1_16,Maja Šuput,Maja Šuput,Nevaljala,27032,"Sto ona ima da ja nemam
pokazi mi i odmah mijenjam
i bit cu posesivna
bit cu sve sto treba

Ref. 2x
Kazu da sam ja nevaljala
nevaljala, nevaljala
da sam drska i
bezobrazna, bezobrazna
 
Jesam, pa sta
ne dam sta je moje
tudje prokleto je
takva sam ti ja
kad ona je ta sto te otima

Gdje god da podjem kruze price
s kime spavam, kog' se tice
zao prati me glas
ali ne dam na nas

Ref. 2x","https://tekstovi.net/2,1609,30430.html",,Nevaljala,Bad girl,,"Što ona ima da ja nemam?
Pokaži mi - odmah mijenjam
I bit ću posesivna
Bit ću sve što treba. (Refren)
Kažu da sam ja nevaljala
Nevaljala, nevaljala
Da sam drska i
Bezobrazna, bezobrazna
Jesam, pa šta?
Ne dam šta je moje,
Tuđe prokleto je
Takva sam ti ja,
Kad ona je ta što te otima. Gdje god da pođem, kruže priče
S kime spavam - kog se tiče?
Zao prati me glas,
Ali ne dam na nas. (Refren)","What does she have that I don't have?
Show me and I'll change it right now
And I'll be possessive
And I'll be everything I have to be. Chorus 2x
They say that I'm bad girl
Bad girl, bad girl
That I'm cheeky and impudent
Impudent, impudent
Yes, I am, so what?. I don't give away anything that's mine
And everything that belongs to other is cursed
That's the way I am
When she's the one that steals you. Wherever I go, rumours go around
Who do I sleep with - whose business is that?!
I have a bad reputation
But I don't let anything destroy us. Chorus 2x",https://lyricstranslate.com/en/nevaljala-bad-girl.html,['Maja Šuput'],https://diskografija.com/pjesma/nevaljala-15424.htm,Nevaljala,,,,,
17,Wal+tKVc_1_17,Maja Šuput,Maja Šuput,Ni na nebu ni na zemlji,24985,"Bilo gdje s tobom sam spremna otputovati
i na rijec sve sto mi kazes povjerovati
bilo kad s tobom bih mogla, vjeruj, krenuti
i za sobom vise se nikada ne okrenuti

Ref. 2x
Ni na nebu ni na zemlji sam 
sva sad drhtim kad te ugledam
daj mi reci da si moj
to htjela bih da znam
jer ovako ni na nebu 
ni na zemlji sam

Budjenja sa mnom bi bila puna radosti
imas li dovoljno ljubavi i hrabrosti
poljubac vise od rijeci bi ti rekao
bilo bi ti zao, sto si toliko cekao

Ref. 4x

Ni na nebu","https://tekstovi.net/2,1609,23899.html",,,,,,,,['Maja Šuput'],https://diskografija.com/pjesma/ni-na-nebu-ni-na-zemlji-10155.htm,Ni na nebu ni na zemlji,,,,,
18,Wal+tKVc_1_18,Maja Šuput,Maja Šuput,Pacijenti ljubavi,1555,"Casu digla sam vec
pa vas molim za rijec
prvi put bih priznala
kako me je ljubav izdala

Njemu dala sam sve
a on prodao me
znate kako ide to
prica vam zvuci poznato
 
I zato sad vas molim
da nocas ga prebolim

Ref. 
Dobra noc gospodo
mogu li ja za vas sto
da mu casom nesrece
nazdravim

Do vrha tocite
dusu svi otvorite
nije vazno sto mi ime ne znate
u bolu rod smo svi
anonimni pacijenti ljubavi","https://tekstovi.net/2,1609,54740.html",,,,,,,,,,,,,,,
19,Wal+tKVc_1_19,Maja Šuput,Maja Šuput,Poljubi me kraj rijeke,2521,"Ref.
Poljubi me kraj rijeke
gdje smo djeca bili mi
ponesi i gitaru
kao nekad sviraj mi

Poljubi me kraj rijeke
moja prva ljubavi
tu jednu zelju staru
meni nocas ispuni
 
Neveni i ruze u travi mirisu
odavno moje grudi za tobom uzdisu
nebo puno zvijezda na tvome ramenu
ptice nas iz gnijezda u cudu gledaju

Ref.

Ref.","https://tekstovi.net/2,1609,50878.html",,,,,,,,['Maja Šuput'],https://diskografija.com/pjesma/poljubi-me-kraj-rijeke-15428.htm,Poljubi me kraj rijeke,,,,,
20,Wal+tKVc_1_20,Maja Šuput,Maja Šuput,Premija,2735,"Tip si koji zavodi
vidim kamo ovo vodi 
izgledas kao moja 
sljedeca pogreska 

Paznja i skupi darovi 
to je ono sto godi mi 
da mi pricas price
koje na romane slice 
 
Ref. 
Lazi mi, kazi mi
da sam ti najbolja 
lazem ti, kazem ti
da si prava premija 

Nemoj reci da te nisam upozorila 
igrac sam kao ti, losa sam s imenima 
nisam ja za veze, to me ne zanima 
danas sam tvoja, sutra nicija 

Imam prazno mjesto 
u avionu ludila 
vezi se, polijecemo 
sutra je amnezija

Ref.

Ref.","https://tekstovi.net/2,1609,53062.html",,Premija,Premium,,"Tip si koji zavodi
1
vidim kamo ovo vodi
izgledaš kao moja
sljedeća pogreška. Pažnja i skupi darovi
to je ono što godi mi
da mi pričaš priče koje na
romane sliče. -Refren-. Laži mi kaži mi
da sam ti najbolja
lažem ti kažem ti
da si prava premija
nemoj reći da te nisam
upozorila. Igrač sam kao ti
loša sam s imenima
nisam ja za veze
to me ne zanima
danas sam tvoja
sutra ničija. Imam prazno mjesto
u avionu ludila
veži se polijećeno
sutra je amnezija. Pažnja i skupi darovi
to je ono što godi mi
da mi pričaš priče koje na
romane sliče. - Refren 2x -. Laži mi kaži mi
da sam ti najbolja
lažem ti kažem ti
da si prava premija
nemoj reći da te nisam
upozorila. Igrač sam kao ti
loša sam s imenima
nisam ja za veze
to me ne zanima
danas sam tvoja
sutra ničija","You're a guy who seduces
I see where this is leading
You look like mine
The next mistake. Attention and expensive gifts
That's what I enjoy
You are telling stories that are
in novels. -Chorus-. Lie to me, tell me
That I am your best
I'm lying to you, I tell you
That you're a premium right
Don't say I didn't
warn you. I'm a player, like you
I'm bad with names
I'm not for relationships
I don't care
Today I am yours
Tomorrow I am nobody's. I have an empty place
Aboard the plane of madness
Let's get off the hook
Tomorrow is forgotten. Attention and expensive gifts
That's what I enjoy
You are telling stories that are
in novels. - Chorus 2x -. Lie to me, tell me
That I am your best
I'm lying to you, I tell you
That you're a premium right
Don't say I didn't
warn you. I'm a player, like you
I'm bad with names
I'm not for relationships
I don't care
Today I am yours
Tomorrow I am nobody's",https://lyricstranslate.com/en/premium-lyrics.html,,,,,,,,
21,Wal+tKVc_1_21,Maja Šuput,Maja Šuput,Raj i pakao,80317,"Moje su oci plavo ledene, plavo ledene 
a usne vatrene
ti volis moje lice andjela, lice andjela 
i ruke djavola

Zvao si me 
sve do kraja svijeta
do najdaljih planeta
do zemlje Aljaske
 
A nasla sam te
negdje na Balkanu
u njenome stanu
kako ljubis je

Ref.
Raj i pakao, gdje god si me takao
igra gotova, imas srce lopova
Pariz, London, Rim, putuj da te ne vidim
jer ti, ti, ti lagao si mi

Moja je ljubav prava iskrena, prava iskrena 
na minut ili dva
bila si, bila meni jedina, meni jedina 
jos jedna naivna

Zvao si me
preko sinjeg mora
preko sedam gora
sedam planina

A nasla sam te
negdje na Balkanu
u njenome stanu
kako ljubis je

Ref. 2x

Ref. 2x","https://tekstovi.net/2,1609,26110.html",,Raj i pakao,Heaven and hell,,"Moje su oči plavo ledene, plavo ledene.
1
A usne vatrene.
Ti voliš moje lice anđela, lice anđela.
I ruke đavola.. Zvao si me
sve do kraja svijeta,
do najdaljih planeta,
do zemlje Aljaske.. A našla sam te
negdje na Balkanu,
u njenome stanu,
kako ljubiš je.. Refren
Raj i pakao, gdje god si me takao,
igra gotova, imaš srce lopova.
Pariz, London, Rim, putuj da te ne vidim,
jer ti, ti, ti lagao si mi.. Moja je ljubav prava iskrena, prava iskrena
na minut ili dva bila si,
bila meni jedina, meni jedina,
još jedna naivna.. Zvao si me
preko sinjeg mora,
preko sedam gora,
sedam planina.. A našla sam te
negdje na Balkanu,
u njenome stanu,
kako ljubiš je.. Refren 2x","My eyes are as blue as ice, as blue as ice
And lips like fire.
You love my angel face, angel face
And devil hands.. You've called me
to the end of the world
to the furthest planets
to Alaska.. And I've found you
somewhere on Balkan
in her apartment
you were kissing her. Ref
Heaven and hell, wherever you've touched me
game over, you have a heart of a thief.
Pariz, London, Rim, go, I don't wanna see you
'cause you, you, you have lied to me.. My love is real honest, real honest
for a minute or two you were
my only one, only one
another naive one.. You've called me
to the end of the world
to the furthest planets
to Alaska.. And I've found you
somewhere on Balkan
in her apartment
you were kissing her. Ref x2",https://lyricstranslate.com/en/raj-i-pakao-heaven-and-hell.html,['Maja Šuput'],https://diskografija.com/pjesma/raj-i-pakao-13875.htm,Raj i pakao,,,,2008 - Hrvatski Radijski Festival 2008 - 40 najbolja,2011 - Nevaljala
22,Wal+tKVc_1_22,Maja Šuput,Maja Šuput,"Skidaj se, ljubavi (feat. Milos Vujanovic)",2536,"Mogla si da imas sve 
sto pozelis, ljubavi 
s tom lepotom nevinom 
i sto nisi mogla si 

Ali ti si sve sto 
ti se nudi odbila 
i za mene se k'o za 
vazduh borila 
 
Opet sam na dnu 
s porocima sam 
al' jedno znam 

Ref. 
Ponovo, ponovo 
ti bi sve ponovo 
ne idu zajednoo 
krila i olovo 

Ne idi zajedno 
dve vere, veruj mi 
veran sam porocima 
al' meni si verna ti 
skidaj se sa ljubavi 

Mogao si ti imati 
sto pozelis, ljubavi 
mogao si birati 
prstom birati 

Ali ti si 
bas svaku odbio 
i za mene se k'o za 
vazduh borio

Ref. 2x","https://tekstovi.net/2,1609,53730.html",,Skidaj se sa ljubavi,Give up on love,,"[Miloš Vujanović]
Mogla si da imaš sve
Što poželiš, ljubavi
S tom lepotom, nevinom
I što nisi, mogla si. Ali ti si sve što
Ti se nudi odbila
I za mene se k'o za
Vazduh borila. Opet sam na dnu
S porocima sam
Al' jedno znam. Ponovo, ponovo
Ti bi sve ponovo
Ne idu zajedno
Krila i olovo. Ne idu zajedno
Dve vere, veruj mi
Veran sam porocima
Al' meni si verna ti
Skidaj se sa ljubavi. [Maja]
Mogao si ti imati
Što poželiš, ljubavi
Mogao si birati
Prstom birati. Ali ti si
Baš svaku odbio
I za mene se k'o za
Vazduh borio. Opet sam na dnu
S porocima sam
Al' jedno znam. Ponovo, ponovo
Ti bi sve ponovo
Ne idu zajedno
Krila i olovo. Ne idu zajedno
Dve vere, veruj mi
Veran sam porocima
Al' meni si verna ti
Skidaj se sa ljubavi. [Maja i Miloš]
Ponovo ponovo
ti bi sve ponov
ne idu zajednoo
krila i olovo. Ne idu zajedno
Dve (vjere) vere, veruj mi
Vjerana (veran) sam porocima
Al' meni si (verna) vjeran ti
Skidaj se sa ljubavi","MILOŠ VUJANOVIĆ:
You could had everything
you want, love
with that innocent beauty
and what you didn´t do, you could. But you´re all that
what was offered to you, you refused
and you fight for me
like for the air. I´m at the bottom again
I´m with losers
but I know one thing. Again, again
you would do it all again
it can´t be together
wings and lead. It can´t be together
two religions, belive me
I´m faithful to vices
but you´re faithful to me
give up on love. MAJA:
You could had
whatever you wanted, love
you could choose
choose with finger. But you´re all that
what was offered to you, you refused
and you fight for me
like for the air. I´m at the bottom again
I´m with losers
but I know one thing. Again, again
you would do it all again
it can´t be together
wings and lead. It can´t be together
two religions, belive me
I´m faithful to vices
but you´re faithful to me
give up on love. MAJA and MILOŠ:
Again, again
you would do it all again
it can´t be together
wings and lead. It can´t be together
two (religions) religions, belive me
I´m faithful (faithful) to vices
but you´re faithful (faithful) to me
give up on love",https://lyricstranslate.com/en/skidaj-se-sa-ljubavi-give-love.html,,,,,,,,
23,Wal+tKVc_1_23,Maja Šuput,Maja Šuput,Sutra u podne,16289,"Ljubav je okrutna
ma nek' sam prokleta
i sve mi ovo s tobom nije trebalo

Ma nisam nervozna
tek malo nemirna
al' kazu to ce proci, to je normalno
 
A nekad pomislim mozda oprostim
al' koja mi korist od tog'
prvo me povrijedis, zatim izgubis
tebi na dusu je to

Ref.
I jos na kraju samo svrati sutra u podne
da uzmes stvari i ostavis kljuc
i nemoj me pitat' da l' sretna sam s njim
gledaj me posljednji put

Svrati sutra u podne
da jos uzmes sto ostalo je
a ja ti, sreco, propasti necu
i suti kada dodjes, molim te

Hej moje maleno
dobar si jedino
za jednu noc il' dvije najvise

Ne vrijedjam namjerno
to je srce slomljeno
a ova kap je i za casu previse

A nekad pomislim mozda oprostim
al' koja mi korist od tog'
prvo me povrijedis, zatim izgubis
tebi na dusu je to

Ref. 

Ref.","https://tekstovi.net/2,1609,24479.html",,,,,,,,,,,,,,,
24,Wal+tKVc_1_24,Maja Šuput,Maja Šuput,Svatovska,101968,"Gle vesele nam svatove
sretan kog se u njih zove
hajmo popiti sve sto imamo
sami sjedit na to pravo nocas nemamo

Ref.
Vadi kume kes, kes
nema nocas os, nes
nema nocas ima, nema
nikome se ne drijema
 
Vidi nasu lipu mladu
ma, nema je u selu, gradu
pogledajte nju, tu ljepoticu
cini ti se k'o da gledas sliku svetacku

Ref.

Gle mladenca, blago meni
odmah vidis 'ko se zeni
do jucer se jos za svakom okreco
al' je danas drugi covjek jer se obeco

Ref.

Hajde, kume, 'drisi kesu
ma, kumovi su to sto jesu
sto da sviramo tebi na uho
al' svatovi nas ne mogu pratit na suho

Ref. 2x","https://tekstovi.net/2,1609,28181.html",,,,,,,,"['Maja Šuput', 'Maredo']",https://diskografija.com/pjesma/svatovska-15430.htm,Svatovska,,,,,
25,Wal+tKVc_1_25,Maja Šuput,Maja Šuput,Varas me,1942,"Nije to ljubav
 jer ljubav voli i ne zavidi
ljubav sve prasta i sve podnosi
nije to sto mi radis ti

Sto ti je zivot, kap iz srece
kisa tuge, sreca
jer tu za ljude drugi mijenjam
svaki vuk dlaku ali cut
mijenjati to je uzalud
 
Ref.
Varas me nocima, nocima
sa suzama u ocima, ocima
to mozes skrivati od ljudi
nebo nek prasta, ja ti sudim

Varaj me, ali znaj, ali znaj
jednom kad prodje taj lazni sjaj
postelja svilena, a prazna
tvoj zlocin, tvoja je i kazna
za kraj

Nije mi nista, slagat cu 
to mi je pametnije
ljubav je stvorena za sretnije
plakat cu sutra radije

Ref. 2x","https://tekstovi.net/2,1609,50875.html",,,,,,,,['Maja Šuput'],https://diskografija.com/pjesma/varas-me-15425.htm,Varaš me,,,,,
26,Wal+tKVc_1_26,Maja Šuput,Maja Šuput,Zauvijek zajedno,2782,"Za tri srca zivim ja
sreco moja jedina
jedno srce tvoje je
drugo srce moje je

A trece dobrog andjela
da nam ljubav zauvijek sacuva
 
Ref.
Zauvijek zajedno ostat cemo mi
kad prodju godine i kad se ostari
i kad se ostari

Zauvijek zajedno u dobru i u zlu
ljubav ne umire kad vjerujes u nju
kad vjerujes u nju

Hvala sretnoj zvijezdi toj
koja mi te vodila
zbog tebe sam zivjela
za tebe se rodila

Nije ljubav zlata sjaj
ljubav je srece osjecaj

Ref.

Ref.","https://tekstovi.net/2,1609,50876.html",,,,,,,,['Maja Šuput'],https://diskografija.com/pjesma/zauvijek-zajedno-14572.htm,Zauvijek zajedno,,,,2010 - Split 2010,2011 - Nevaljala
27,Wal+tKVc_1_27,Maja Šuput,Maja Šuput,Zeno draga,1609,"Sredila se jedna zena
kao jabuka rumena 
gledaju je, pa je zale
 uvatila se budale

Zeno draga, zeno draga 
vec te volim kao sestru
 ne daj Boze da te nema
 ja bi bila na tvom mijestu
 
Svadbena cuju se zvona
 danas ce tebe da zeni
 uzasne radit ce stvari
 ko sto je radio meni

Ref. 2x
A ja cu suze da ti predvidim 
ko sto kisa lije
tvoju tugu vec sam zivjela
dobar bio nije

Sredila se jedna zena
ispred kuce stoji lijepa
ima oba oka zdrava
 pitaju se da l' je slijepa

Ref. 2x

Ref. 2x","https://tekstovi.net/2,1609,64209.html",,,,,,,,,,,,,,,
