Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
20,+RXzsM0Y_1_20,Mate Bulić,Mate Bulić,Gori borovina,36434,"Gori gora
gori borovina
gori gora
gori borovina

Gori gora, gori borovina
gori duso nasa hladovina
nije meni zao borovine
vec je meni zao hladovine
 
Ref. 2x
Nesta mala debeloga hlada
di cemo se milovati sada

Gori nebo, gori tvrda stina
nesta nasa lipa hladovina
gori vatra, gore uspomene
izgorilo draga pola mene

Ref. 2x

Gori gora, gori borovina","https://tekstovi.net/2,729,9968.html",,Gori borovina,Pine Wood is on Fire,,"Gori gora, gori borovina, gori.... borovina, gori gora, gori borovina. Gori gora, gori borovina,
Gori dušo naša ladovina
Nije meni žao borovine
Već je meni žao ladovine. Nesta mala debeloga hlada
Di ćemo se milovati sada. Gori nebo, gori tvrda stina
Nesta naša lipa ladovina
Gori vatra, gore uspomene
Izgorilo draga pola mene. Nesta mala debeloga hlada
Di ćemo se milovati sada. Nesta mala debeloga hlada
Di ćemo se milovati sada. Gori gora, gori borovina.","Pine wood is on fire, pine wood is on fire, on fire... pine wood. The hill is on fire, pine wood is on fire
Our shade, my soul, is on fire
I don't feel sorry for the pine wood
But for the shade. Deep shade disappeared, my honey,
Where are we going to caress now?. The sky is on fire, hard rocks are on fire
Our pretty shade is gone
Fire is burning, memories are burning
Half of me, dear, burned down. Deep shade disappeared, my honey,
Where are we going to caress now?. Deep shade disappeared, my honey,
Where are we going to caress now?. The hill is on fire, pine wood is on fire",https://lyricstranslate.com/en/gori-borovina-pine-wood-fire.html,['Mate Bulić'],https://diskografija.com/pjesma/gori-borovina-6982.htm,Gori borovina,2003 - Gori borovina,2004 - Megamix,['Marko Perković Thompson'],"['Faruk Buljubašić Fayo', 'Narodna']",,['Branimir Mihaljević'],,,,
21,+RXzsM0Y_1_21,Mate Bulić,Mate Bulić,Grijeh mladosti,9066,"Volio sam jednu zenu 
plava oka dva
usetala u moj zivot 
ko iz nekog sna

Zelio sam iz sveg srca 
ostariti s njom
mastali smo 
ljubav, djecu, i nas topli dom
 
 Ludu mladost nije lako
obuzdati brate 
zbog ludosti, mnoga srca pate

Ref.
Prijatelju odnesi joj cvijece
 jer je srce zaboravit nece
prijatelju zbog nje srecu prosi
jos i danas, grijeh mladosti nosim

Imao sam svijet na dlanu
dok je bila tu
ni sad ne znam sto mi dodje
da prevarim nju

Ej da mi je vrijeme vratit
opet biti njen 
ne bi srecu prokockao
bio izgubljen

Ref. 2x","https://tekstovi.net/2,729,35599.html",,,,,,,https://lyricstranslate.com/en/translations/16/328?page=1,['Mate Bulić'],https://diskografija.com/pjesma/grijeh-mladosti-15398.htm,Grijeh mladosti,,,,,,,,,,
22,+RXzsM0Y_1_22,Mate Bulić,Mate Bulić,Herceg Bosno,32448,"Herceg Bosno, u srcu te nosim
kud god krenem s tobom se ponosim
lijepa tvoja brda i doline
kao sunce kad iz gore sine

Volim tvoje rodne vinograde
kad ih beru citlucanke mlade
volim Ljubuski kad je pun behara
Kupres, Livno pa sve do Mostara
 
Sa Sirokog puse povjetarac
tu se pjeva ganga i becarac
volim Capljinu, Posusje i Grude
Stolac, Ravno, sve postene ljude

Tomislave, grade od starina
Sujica je i tebi blizina
svoj na svome sada mi zivimo
i sa time svi se ponosimo","https://tekstovi.net/2,729,18024.html",,"Herceg-Bosno, U Srcu Te Nosim","Herceg-Bosna, I Carry You In My Heart",,"Herceg Bosno, u srcu te nosim,
Kud god krenem s tobom se ponosim.
Lijepa tvoja brda i doline,
Kao sunce kad iz gore sine.. Volim tvoje rodne vinograde
Kad ih beru čitlučanke mlade.
Volim Ljubuški kad je pun behara,
Kupres, Livno pa sve do Mostara.. Sa širokog puše povjetarac
Tu se pjeva ganga i bećarac.
Volim Čapljinu, Posušje i Grude,
Stolac, Ravno, sve poštene ljude.. Tomislave, grade od starina,
Šujica je i tebi blizina.
Svoj na svome sada mi živimo
I sa time svi se ponosimo.","Herceg-Bosna1, I carry you in my heart,
Wherever I go, I am proud of you.
Beautiful are your hills and valleys,
Like the sun rising behind the mountains.. I love your fruitful vineyards
When the young people harvest their grapes.
I love Ljubuški when it is in full blossom,
Kupres, Livno all the way to Mostar.. With the Scirocco a breeze spreadens widely,
There, [?] and bachelors sing.
I love Čapljina, Posušje and Grude,
Stolac, Ravno, all honest people.. Tomislav, town of old times,
Šujica is close to you as well.
This is where we live now
And what we are proud of.",https://lyricstranslate.com/en/herceg-bosno-u-srcu-te-nosim-herceg-bosna-i-carry-you-my-heart.html,,,,,,,,,,,,,
23,+RXzsM0Y_1_23,Mate Bulić,Mate Bulić,Hodam krivom stranom,16854,"Zora siva, lice skriva 
bas mi ne ide 
iste moje uspomene 
kisa ispere

Drhte oci od ponoci 
ko lisce jesenje 
koga snivas, zasto skrivas 
sve to od mene
 
Ref.
Meni zivot putuje 
od nesrece, do nesrece
meni zivot tuguje 
bez tebe, bez tebe 

Hodam, hodam
hodam krivom stranom
hej moja noci 
sto ce bit' sa danom

Ref. 2x","https://tekstovi.net/2,729,9966.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/hodam-krivom-stranom-6983.htm,Hodam krivom stranom,2003 - Gori borovina,2004 - Megamix,['Đorđe Novković'],['Zlatko Sabolek'],,['Nikša Bratoš'],,,,
24,+RXzsM0Y_1_24,Mate Bulić,Mate Bulić,Hvala ti za sve (Mojoj zeni),5627,"Lane moje, otkada si tu
mom zivotu dajes radost svu
vino pijem, dusu grijem
i u svom te srcu krijem, hej

Otkad gnijezdo mi smo savili
putevi me svijetom vodili
ti si uvijek bila, draga
cuvarica naseg praga, hej
 
Ref. 2x
Za sve, dobri andjele
hvala ti za sve
nije lako, moja stara
muzikanta i becara voljeti

Kao sto si mene ti
kao sto sam tebe ja
nasa vjernost nas je cuvala
u teskim danima i nocima
kad suze zasjaju u ocima

Ref. 2x","https://tekstovi.net/2,729,53069.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/hvala-ti-za-sve-mojoj-zeni-15396.htm,Hvala ti za sve (mojoj ženi),,,,,,,,,,
25,+RXzsM0Y_1_25,Mate Bulić,Mate Bulić,I ja sam covjek od krvi,410,"Kad oci slopim, ko da se topim
na tvojim usnama
kada se budim ja pamet gubim
na tvojim rukama 

Ref. 2x
I ja sam covjek od krvi
zivio sam burno
mozda ti nisam prvi
al' posljednji sigurno
 
Volim kad spavam i tebe sanjam
u dugim nocima
kad ti se predam, ja sebe gledam
u tvojim ocima 

Nocima mastam i sveti prastam
na tvome ramenu
kada te volim s tobom da gorim
u tvome plamenu 

Ref. 2x","https://tekstovi.net/2,729,63252.html",,I ja sam čovjek,I'm Also a Human,,"Kad oči sklopim
ko da se topim
na tvojim usnama
Kada se budim
ja pamet gubim
na tvojim rukama. Kad oči sklopim
ko da se topim
na tvojim usnama
Kada se budim
ja pamet gubim
na tvojim rukama. Refren 2x
I ja sam čovjek od krvi
živio sam burno
možda ti nisam prvi
al posljednji sigurno. Volim kad spavam
i tebe sanjam
u dugim noćima
Kad ti se predam
ja sebe gledam
u tvojim očima. Volim kad spavam
i tebe sanjam
u dugim noćima
Kad ti se predam
ja sebe gledam
u tvojim očima. Refren 2x
I ja sam čovjek od krvi
živio sam burno
možda ti nisam prvi
al posljednji sigurno. Noćima maštam
i sve ti praštam
na tvome ramenu
Kada te volim
s tobom da gorim
u tvome plamenu. Noćima maštam
i sve ti praštam
na tvome ramenu
Kada te volim
s tobom da gorim
u tvome plamenu. Refren 2x
I ja sam čovjek od krvi
živio sam burno
možda ti nisam prvi
al posljednji sigurno","When I close my eyes
it's like I'm melting
on your lips
When I wake up
I'm losing my mind
on your arms. When I close my eyes
it's like I'm melting
on your lips
When I wake up
I'm losing my mind
on your arms. Chorus 2x
I'm also a human made of blood
I was living stormily
maybe I'm not your first one
but I'm certainly your last one. I like to sleep
dreaming about you
in the long nights
When I surrender to you
I'm looking at myself
in your eyes. I like to sleep
dreaming about you
in the long nights
When I surrender to you
I'm looking at myself
in your eyes. Chorus 2x
I'm also a human made of blood
I was living stormily
maybe I'm not your first one
but I'm certainly your last one. I'm daydreaming in the nights
and I'm forgiving you
on your shoulder
When I love you
I wanna burn with you
in your flame. I'm daydreaming in the nights
and I'm forgiving you
on your shoulder
When I love you
I wanna burn with you
in your flame. Chorus 2x
I'm also a human made of blood
I was living stormily
maybe I'm not your first one
but I'm certainly your last one",https://lyricstranslate.com/en/i-ja-sam-%C4%8Dovjek-im-also-human.html,,,,,,,,,,,,,
26,+RXzsM0Y_1_26,Mate Bulić,Mate Bulić,Idemo na silo,8807,"Lipe li su noci u jeseni
doslo vrime momci da se zeni

I sinoc sam u Stipana bija
mrzle ruke kraj komina grija
stari Stipan ima lipe kceri
i svaka me malo okom mjeri
 
Najdraza mi njegova je Iva
tilo oganj, oci vatra ziva
sitno svitlo baca uljanica
odavde se ne bi nikad mica

Lipe li su noci u jeseni
doslo vrime momci da se zeni

Ref. 2x
Subota je idemo na silo
oduvik je kod nas tako bilo
sastanu se momci prije mraka
pa u kuce pune divojaka

I nocas cu Stipanu na pice
kcer mu lipa mirise ka cvice
njegova mi Andja vino toci
pa se meni zagleda u oci

Cuvaj Boze nase obicaje 
stari zivot nek u njima traje
nek se pisma po selima cuje
da je novo vrime ne otruje

Lipe li su noci u jeseni
doslo vrime momci da se zeni

Ref. 2x","https://tekstovi.net/2,729,26011.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/idemo-na-silo-12489.htm,Idemo na silo,,,['Sretan Bogdan'],"['Faruk Buljubašić Fayo', 'Jakov Đonlić']",,['Branimir Mihaljević'],,,,
27,+RXzsM0Y_1_27,Mate Bulić,Mate Bulić,Ilindan,3931,"Nema meni milijega dana 
nego kad me budi zora Ilindana

Zapjevala ptica bijela grlicica
s cvjetnih grana
da se slavi ime toga 
svetog dana Ilindana
 
Dodjes li mi jednoga dana
procvasti ce suha grana

Uzeglo je sunce
 al' na moje srce tuga parla
nestalo veselja
 osta samo zelja Bogu hvala

Ref.
Nek' me pogodi grom
necu ostaviti dom
niti zaboraviti san
u srcu mi Ilindan

Haljina ti bijela
 majka kose splela boljih dana
sto li si mi krila 
kad si meni bila obecana

Ref.

Zapjevala ptica bijela grlicica
s cvjetnih grana","https://tekstovi.net/2,729,42023.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ilindan-15399.htm,Ilindan,,,,,,,,,,
28,+RXzsM0Y_1_28,Mate Bulić,Mate Bulić,Ivana,37208,"Hej Ive, ej Ivana, Ivana
zbog tebe sam Ive moja
ost'o nezenja
ej ti moja luda glavo
sto napravi ja
ostavila mene moja
mala Ivana
 
Ref.
Hej Ivana, hej jedina
bez tebe dan k'o godina
vratices se Ive
dace dragi Bog
ne mozes ti dugo
bez poljupca mog
vratices se Ive
opet na moj prag
ne mozes bez mene
ja sam tebi drag

Hej Ive, ej Ivana, Ivana
ti si moja lipotica
ali lazljiva
ukrala si moje srce
zar te nije sram
zbog tebe sam mala Ive
i dan danas sam

Ref. 3x
","https://tekstovi.net/2,729,8773.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ivana-6989.htm,Ivana,2003 - Gori borovina,2004 - Megamix,['Marko Perković Thompson'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
29,+RXzsM0Y_1_29,Mate Bulić,Mate Bulić,Ja jos uvijek kao momak zivim,29458,"Ref.
Ja jos uvijek kao momak zivim
za kavane i za zene
da se vracam nemam kome
ostale su uspomene

Nisi ti zena za mene
ja ne vladam i nemam moc
za mene postoje druge srece
jer ja sam covjek za jednu noc
 
Ref. 2x

Nisi ti zena za mene
a nisi ni ljubav ni san
za mene postoje druge srece
jer ja sam covjek za jedan dan

Ref. 2x","https://tekstovi.net/2,729,22331.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ja-jos-uvijek-kao-momak-zivim-7005.htm,Ja još uvijek kao momak živim,"1999 - Uživo, Split - uživo",2001 - Sve najbolje,['Mate Bulić'],['A. Lovrić'],2004 - Megamix,,,"Ja još uvijek kao momak živim
Za kavane i za žene.
Da se vračam, nemam kome,
Ostale su uspomene.

Nisi ti žena za mene,
Ja ne vladam i nemam moć.
Za mene postoje, druge sreće,
Jer ja sam čovjek za jednu noć.
Za mene postoje, druge sreće,
Jer ja sam čovijek za jednu noć.

Nisi ti žena za mene,
A nisi ni ljubav ni san.
Za mene postoje, druge sreće,
Jer ja sam čovjek za jedan dan.
Za mene postoje, druge sreće,
Jer ja sam čovjek za jedan dan.",Ja još uvijek kao momak živim,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/ja-jos-uvijek-kao-momak-zivim.html
30,+RXzsM0Y_1_30,Mate Bulić,Mate Bulić,Ja sam na te ponosan (feat. Tarapana Band),25533,"Stari moj, nije lako ostati 
pravi covjek postati
teska su vremena

Sine moj, prvi si do srca mog 
nek' te cuva dragi Bog
drugog blaga nema 
 
Ref.
Ja sam na te ponosan
kao sebe ja te znam
bit' cu sjena tvoja

Ako treba zivot stat'
za te spreman ja sam dat'
jer ti krv si moja

Ti i ja smo s kamena
molim Boga da ti da
svega osim tuge
mi smo navikli na to
da je zivot mazio
uvijek neke druge 

Ja sam na te ponosan

Stari moj, da li cujes vjetra glas 
cijeli zivot siba nas
takva nam je sreca 

Sine moj, vjetar nece prestati 
kad vec mora sibati
nek' ti je u ledja

Ref. 2x","https://tekstovi.net/2,729,57917.html",,,,,,,,,,,,,,,,,,,,
31,+RXzsM0Y_1_31,Mate Bulić,Mate Bulić,Jablani,19887,"Mirise smilje poljima
u svim si mislima mojima
i nema puta sto necu proc'
da tebi pozelim laku noc
2x

Ref. 2x
Dok grane njisu jablani
tko da nam ljubav zabrani
i sve dok sunce na nebu sija
srcu si mome najmilija
 
U svim si dragim pjesmama
tvoje je ime na usnama
putovat cu i noc i dan
da poljubim te za rodjendan
2x

Ref. 2x

Dok grane njisu jablani","https://tekstovi.net/2,729,26142.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/jablani-12488.htm,Jablani,,,['Amir Kazić Leo'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
32,+RXzsM0Y_1_32,Mate Bulić,Mate Bulić,Jednom ces i ti plakati,969,"Ruke moje ispruzene
nocu kasno tebe traze
vracaju se uspomene
ali nista ne pomaze

Oci moje uplakane
uzalud je, nema srece
svakome bar jednom svane
samo meni nikad nece
 
Ref. 2x
Jednom ces i ti plakati
al' bit' ce kasno sve
jednom ces za mnom zaliti
kad me ne bude

Ref. 3x","https://tekstovi.net/2,729,59439.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/jednom-ces-i-ti-plakati-12944.htm,Jednom ćeš i ti plakati,1994 - Gdje ste noćas prijatelji stari,2001 - Sve najbolje,,,,,,,,
33,+RXzsM0Y_1_33,Mate Bulić,Mate Bulić,Jesi l' svoju srecu nasla,6661,"Zavjesom od inja skriven vjetar sjeverni
jednog jutra opet mene donijet ce
da osjetim kako zemlja mirise
i da cujem djeram kako okrece

Preko Save ja cu prijeci ladjom necujno
kada zora tamu poljem isprati
kad se u mom oku zito pozlati
ispred tvojih vrata tad cu zastati
 
Ref.
Jesi l' svoju srecu nasla 
u meni se slutnje bore
sto ce biti kad te vidim
da l' od goreg ima gore

Il' ces mozda kao nekad 
usred noci, topla, snena
pasti oko moga vrata
kao zena zaljubljena

Kad se konji razuzdani s nebom igraju
kada vino pjesmu trazi, novci sipaju
tamburasi poznat valcer kada sviraju
moje misli opet tebi putuju

Ref.","https://tekstovi.net/2,729,26456.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/jesi-l-svoju-srecu-nasla-12492.htm,Jesi l' svoju sreću našla,,,['Kornelije Kovać'],"['Miroslav Drljača Rus', 'Ranko Slijepčević']",,['Branimir Mihaljević'],,,,
34,+RXzsM0Y_1_34,Mate Bulić,Mate Bulić,Kada pijem,11910,"Opit cu se ja, imam razloga
da mi istina bude drugacija
zalim, duso, sto cu tebi
biti samo uspomena
zalim sto kraj tvoga nece
biti moga imena
 
Ref.
Kada pijem, pijem cisto
jer bez tebe nije isto
takav zivot malo vrijedi
sve me na te podsjeti

Kada pijem, pijem cisto
da ne kvarim okus vina
jer jos uvijek si mi draga
i u mom te srcu ima

Napit cu se sam, imam razloga
bez tebe sam ja beskucnik, skitnica
zalim, duso, sto cu tebi
biti samo uspomena
zalim sto kraj tvoga nece
biti moga imena

Ref. 2x","https://tekstovi.net/2,729,26459.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/kada-pijem-12495.htm,Kada pijem...,"2007 - Kako mi je, tako mi je",2008 - Hrvatski Radijski Festival 2008 - 40 najbolja,['Hrvoje Grčević'],['Jadranka Krištof'],,['Hrvoje Grčević'],,,,
35,+RXzsM0Y_1_35,Mate Bulić,Mate Bulić,Krila mladosti,7604,"Mastao sam u nocima dugim
da ti opet tijelo milujem
sanjao sam da si pored mene
usnama da te dodirujem

Zelio sam da ostanes sa mnom
da ti vjecnu ljubav darujem
ali ti si izabrala drugog
i za tobom sada tugujem
 
Ref.
Odnjela su te 
krila mladosti
na tom putu ja ti zelim
puno srece i radosti

Kada ti vrijeme dodje
i pozelis gnijezdo sviti
nek te misli k' meni vrate
potrazi me tu cu biti

Potrazi me tu cu biti
(2x)","https://tekstovi.net/2,729,26609.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/krila-mladosti-12967.htm,Krila mladosti,,,,,,,,,,
36,+RXzsM0Y_1_36,Mate Bulić,Mate Bulić,Kuco stara,32711,"Kuco stara, kuco stara
ko te sad otvara
je l' jos vatra na ognjistu gori
il' su pusti mog djetinjstva dvori

Ref.
Nit su vrata otvorena 
nit je vatra nalozena
a dvoriste kuce moje
sve u travu zaraslo je
 
Kuco stara, kuco stara
ko te sad otvara
sa sjevera vjetar kad zapiri
ima l' iko da u tebi zivi

Ref. 2x

Kuco stara, kuco stara
ko te sad otvara
majke nema na pragu da ceka
sina da se vrati iz daleka

Ref. 3x","https://tekstovi.net/2,729,26141.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/kuco-stara-12487.htm,Kućo stara,,,"['Narodna', 'Mate Bulić']","['Faruk Buljubašić Fayo', 'Narodna']",,['Branimir Mihaljević'],,,,
37,+RXzsM0Y_1_37,Mate Bulić,Mate Bulić,Limunada,690,"Draga me je ostavila 
opet ljubav zavrsila 
ionako bila osrednja

Nije jedina na svijetu
a ja ptica jos u letu 
nije prva, a ni posljednja
 
Ljubav je k'o limunada
malo srece, malo jada
ali svaka jednom prestane

Kad tek pocne bude slatko
poslije gorko, ali kratko
iza tuge sreca osvane

Ref.
Veceras bi s vama bio
sve vas pozdravljam
zasvirajte mi, sviraci
s pjesmom ozdravljam

Nazdravite, prijatelji
zivot prolazi
zapjevajmo
poslije kise sunce dolazi

Ref.","https://tekstovi.net/2,729,59103.html",,,,,,,https://lyricstranslate.com/en/translator/barsiscev-page-52&sort=asc&order=Artist,['Mate Bulić'],https://diskografija.com/pjesma/limunada-7536.htm,Limunada,,,['G. Nikolić'],['G. Nikolić'],,,,,,
