Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Producer_discogs,Composed By_discogs,Featuring_discogs,Edited By_discogs,Backing Vocals_discogs,Harmonica_discogs,Woodwind [Gajdile]_discogs,Woodwind [Sopile]_discogs,Bass_discogs,Cello_discogs,Keyboards_discogs,Synth_discogs,Violin_discogs,Drums_discogs,Electric Guitar_discogs,Vocals_discogs,Arranged By [Violins]_discogs,Recorded By_discogs,Mixed By_discogs,Programmed By [Computer]_discogs,Flute_discogs,Acoustic Guitar_discogs,Strings_discogs,Written-By_discogs,Programmed By_discogs,Drum_discogs,Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Tony Cetinski,Tony Cetinski,Tlo Pod Njenim Nogama,3:58,,,Budi Uz Mene,,Miro Buljan,Ante Pecotić,,,,Jadranka Krištof,,,,Ante Pecotić,Thomas Burić,Ante Pecotić,Ante Pecotić,Matija Miletić,,,,,,,,,,,,,,,nan-Budi Uz Mene,nan-Budi Uz Mene/2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Neka Te Odvede,3:57,,,Budi Uz Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Uz Mene,nan-Budi Uz Mene/2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Bonus Tracks,,,,Budi Uz Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Uz Mene,nan-Budi Uz Mene
Tony Cetinski,Tony Cetinski,Lagala Nas Mala,3:28,,,Budi Uz Mene,,,,,Toše Proeski,,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Uz Mene,nan-Budi Uz Mene/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Caruso,4:30,Lucio Dalla,Lucio Dalla,Tony Cetinski I Prijatelji,,,,,Radojka Šverko,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji/nan-Tony Cetinski I Prijatelji/2009.0-Arena Live '08/nan-Da Capo
Tony Cetinski,Tony Cetinski,Neka Noćas Dođu Svi,5:25,Robert Pilepić,Guido Mineo,Tony Cetinski I Prijatelji,,,,,Giuliano,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji/nan-Tony Cetinski I Prijatelji
Tony Cetinski,Tony Cetinski,Nek' Te Zagrli Netko Sretniji,6:58,Željko Krznarić,Davor Jelavić,Tony Cetinski I Prijatelji,,,,,Divas (2),,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji/nan-Tony Cetinski I Prijatelji/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Morski Vuk,4:56,Robert Pilepić,Guido Mineo,Tony Cetinski I Prijatelji,,,,,Toše Proeski,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji/nan-Tony Cetinski I Prijatelji/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Can We Go Higher,6:18,Nenad Bach,Nenad Bach,Tony Cetinski I Prijatelji,,,,,Nenad Bach,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji/nan-Tony Cetinski I Prijatelji
Tony Cetinski,Tony Cetinski,DVD Na Dar,,,,Tony Cetinski I Prijatelji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji
Tony Cetinski,Tony Cetinski,Intro / Blago Onom Tko Te Ima,,,,Tony Cetinski I Prijatelji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji
Tony Cetinski,Tony Cetinski,Dodaci,,,,Tony Cetinski I Prijatelji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tony Cetinski I Prijatelji,nan-Tony Cetinski I Prijatelji
Tony Cetinski,Tony Cetinski,Dolce Suono,,,,Dolce Suono - Slatki Zvuci,2007.0,,,,,,,,,,,,,,,,,Tony Cetinski,,,,,,,,,,,,2007.0-Dolce Suono - Slatki Zvuci,2007.0-Dolce Suono - Slatki Zvuci/2007.0-Dolce Suono - Slatki Zvuci/nan-Da Capo
Tony Cetinski,Tony Cetinski,Dolce Suono (Orchestration),,,,Dolce Suono - Slatki Zvuci,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Dolce Suono - Slatki Zvuci,2007.0-Dolce Suono - Slatki Zvuci
Tony Cetinski,Tony Cetinski,"Sjećanje Iz Calabrije - ""1487."" (Instrumental)",,,,Dolce Suono - Slatki Zvuci,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Dolce Suono - Slatki Zvuci,2007.0-Dolce Suono - Slatki Zvuci
Tony Cetinski,Tony Cetinski,Svetica,3:22,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Ako To Se Zove Ljubav,5:02,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08/2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski/2012.0-Opet Si Pobijedila [EP]
Tony Cetinski,Tony Cetinski,Umirem 100x Dnevno,4:17,,,Ako To Se Zove Ljubav,,,,,,,Vladimir Pavelić,,,,,,,,,,Chris Camozzi,,Ante Gelo,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Od Milijun Žena,4:06,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08/2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski/2012.0-Opet Si Pobijedila [EP]
Tony Cetinski,Tony Cetinski,Moje Drugo Proljeće,3:52,,,Ako To Se Zove Ljubav,,,,,,,,,,,Igor Delač,,,,,,Marijan Brkić,,,Marijan Brkić,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Dobra Ti Noć Bivša Ljubavi,3:57,,,Ako To Se Zove Ljubav,,,,,,,,,,,Miro Buljan,,,,,,,,,Igor Ivanović (2),,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav/2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Čuvam Ovu Ljubav Svetu,4:34,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,Marijan Brkić,,,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Kraj Jedne Ljubavi,4:50,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Sjena Što Te Prati,5:04,,,Ako To Se Zove Ljubav,,,,,,,Slavica Martinović,,,,,,Mato Došen,,,Mario Mirković,Zvonimir Domazet,,,Zvonimir Domazet,Zvonimir Domazet,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Sjećanje,4:28,,,Ako To Se Zove Ljubav,,,,,,,Slavica Martinović,,,,,Mirela Petković,Mato Došen,,,Mario Mirković,Zvonimir Domazet,,,Zvonimir Domazet,Zvonimir Domazet,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Opet Ljubim Prvi Put,3:58,,,Ako To Se Zove Ljubav,,,,,,,,,,,Miro Buljan,,,,,,,,,Igor Ivanović (2),,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Drama,5:17,,,Ako To Se Zove Ljubav,,,Nikša Bratoš,,,Mahir Sarihodžić,,,,,Nikša Bratoš,,Nikša Bratoš,,,,Nikša Bratoš,Dino Merlin,,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Arsen Ereš,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Nemirne Noći,4:57,,,Ako To Se Zove Ljubav,,,Zoran Lesendrić,,,,,,,,Dragan Ivanović,,Siniša Cvetković Ludvig,,,Peter Boyle (2),,Zoran Lesendrić,,Zoran Lesendrić,Luciano Serena,,,Vladan Vučković,Korto Strings Quartet,Zoran Lesendrić,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Dođite Mi Noćas Svi,4:02,,,Ako To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,Igor Ivanović (2),,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav
Tony Cetinski,Tony Cetinski,Kad Žena Zavoli,4:00,,,Ako To Se Zove Ljubav,,,,,,,,,,,Miro Buljan,,,,,,,,,Igor Ivanović (2),,,,,,,,,,nan-Ako To Se Zove Ljubav,nan-Ako To Se Zove Ljubav/2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski/2012.0-Opet Si Pobijedila [EP]
Tony Cetinski,Tony Cetinski,Umirem 100X Dnevno,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08/2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Orijental Intro,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09.
Tony Cetinski,Tony Cetinski,Onaj Tko Te Ljubi Sretan Je,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08/2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Tebe Ne Bih Mjenjao,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Furia Instrumental,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09.
Tony Cetinski,Tony Cetinski,Bis Uvod | We Will Rock You,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09./2009.0-Live In Arena Zagreb - Furia Tour '09.
Tony Cetinski,Tony Cetinski,Iza Kulisa,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09.
Tony Cetinski,Tony Cetinski,Galerija Fotografija,,,,Live In Arena Zagreb - Furia Tour '09.,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Live In Arena Zagreb - Furia Tour '09.,2009.0-Live In Arena Zagreb - Furia Tour '09.
Tony Cetinski,Tony Cetinski,Uvod,,,,Arena Live '08,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Arena Live '08,2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Uvod / Orijental,,,,Arena Live '08,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Arena Live '08,2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Uvod / Sexy,,,,Arena Live '08,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Arena Live '08,2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Ljubav Sveta,,,,Arena Live '08,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Arena Live '08,2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Bis / We Will Rock You,,,,Arena Live '08,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Arena Live '08,2009.0-Arena Live '08
Tony Cetinski,Tony Cetinski,Parla Mi D'Amore Mariu,4:28,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Chitarra Romana,3:15,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Dalmatino Povišću Pritrujena,5:08,,,Da Capo,,,,,Vokalisti Salone,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Silence Of Love,4:58,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Non Ti Scordar Di Me,2:57,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,False Ipocrisie,3:16,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Noi Re Senza Gloria,4:25,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Nessun Dorma,2:55,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo/nan-Da Capo
Tony Cetinski,Tony Cetinski,Core N'Grato,3:20,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Torna A Surriento,3:28,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,E Lucevan Le Stelle,2:49,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo
Tony Cetinski,Tony Cetinski,Bonus Track,,,,Da Capo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Capo,nan-Da Capo/2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Bonus,,,,The Best Of 2 - Za Dušu,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 2 - Za Dušu,2011.0-The Best Of 2 - Za Dušu
Tony Cetinski,Tony Cetinski,Nek' Te Zagrli Netko Sretniji (Live),6:17,,,The Best Of 2 - Za Dušu,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 2 - Za Dušu,2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,23. Prosinac (Live),5:39,,,The Best Of 2 - Za Dušu,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 2 - Za Dušu,2011.0-The Best Of 2 - Za Dušu/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Ja Sam Zaljubljen (Live),6:56,,,The Best Of 1 - Za Tijelo,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 1 - Za Tijelo,2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Tvoje Tijelo (Live),4:50,,,The Best Of 1 - Za Tijelo,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 1 - Za Tijelo,2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Zbog Nje (Live),4:43,,,The Best Of 1 - Za Tijelo,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of 1 - Za Tijelo,2011.0-The Best Of 1 - Za Tijelo/2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Za Tijelo,,,,The Best Of Tony Cetinski,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of Tony Cetinski,2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Za Dušu,,,,The Best Of Tony Cetinski,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-The Best Of Tony Cetinski,2011.0-The Best Of Tony Cetinski
Tony Cetinski,Tony Cetinski,Opet Si Pobijedila,4:53,,,Opet Si Pobijedila [EP],2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Opet Si Pobijedila [EP],2012.0-Opet Si Pobijedila [EP]/nan-Opet Si Pobijedila/2014.0-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Kriv,3:45,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Od Jednog Poljupca,4:07,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Skriveno Mjesto,3:36,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Zbogom Odlazim,3:51,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila/2014.0-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Jednom U Životu,3:51,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila/2014.0-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Ne Daj,4:14,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Zar Malo To Je,3:53,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,K'o Da Je Sudbina Htjela,4:08,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,To Ljubav Je,4:35,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Hodam,3:47,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Usne Ledene,4:10,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila/2014.0-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Ljubav Tjera Krv U Venama,3:45,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila
Tony Cetinski,Tony Cetinski,Ti Si Znala,4:04,,,Opet Si Pobijedila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Opet Si Pobijedila,nan-Opet Si Pobijedila/2014.0-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Trebam Te!,,Sonja Buljan,Traditional,Trebam Te! ,2013.0,Miro Buljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Trebam Te! ,2013.0-Trebam Te! 
Tony Cetinski,Tony Cetinski,Žena Nad Ženama,,,,Žena Nad Ženama,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Žena Nad Ženama,2014.0-Žena Nad Ženama/nan-Žena Nad Ženama
Tony Cetinski,Tony Cetinski,Krik,4:21,,,Krik,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Krik,2014.0-Krik/nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Laku Noć,4:01,,,Laku Noć,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Laku Noć,2017.0-Laku Noć/nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Glasno Zapjevaj,3:58,,,Glasno Zapjevaj,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Glasno Zapjevaj,2017.0-Glasno Zapjevaj
Tony Cetinski,Tony Cetinski,Nemam Sreće S Tobom,3:54,,,Nemam Sreće S Tobom,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Nemam Sreće S Tobom,2017.0-Nemam Sreće S Tobom/nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Kao U Snu,3:46,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Čekam Te,4:19,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Čudu Se Nadam Uzalud,4:50,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,General Bez Činova,4:12,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Svaka Tvoja Laž,4:07,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Ja Ne Znam Nikog Boljeg Od Tebe,4:08,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Blizanac,3:53,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Ljubav U Kamenu,4:11,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Luđak K'o Ja,3:31,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Mjesečar,4:14,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Kao U Snu (Acoustic),3:20,,,Kao U Snu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Zabluda,5:30,,,Kao U Snu,,,,,Željko Joksimović,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Tugo Moja,3:40,,,Kao U Snu,,,,,Jacques Houdek,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kao U Snu,nan-Kao U Snu
Tony Cetinski,Tony Cetinski,Onaj Ko Te Ljubi Sretan Je (2021 House),3:50,Nenad Ninčević,Miro Buljan,2021 ,2021.0,Aleksandar Buzadžić,,,,,,,,,Dragan Ivanović,,Aleksandar Buzadžić,,,,,,,,,,,,,,Aleksandar Buzadžić,Srđan Dunkić,Uroš Teofilović,2021.0-2021 ,2021.0-2021 
Tony Cetinski,Tony Cetinski,Opet Si Pobijedila (2021),3:40,Miro Buljan,Miro Buljan,2021 ,2021.0,Aleksandar Buzadžić,,,,,,,,,Dragan Ivanović,,Aleksandar Buzadžić,,,,,,,,,,,,,,Aleksandar Buzadžić,Srđan Dunkić,Uroš Teofilović,2021.0-2021 ,2021.0-2021 
Tony Cetinski,Tony Cetinski,Kuća Puna Naroda,4:09,,,Kuća Puna Naroda,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Kuća Puna Naroda,2021.0-Kuća Puna Naroda
Tony Cetinski,Tony Cetinski,Stay,4:00,,,Stay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0-Stay,0.0-Stay
Tony Cetinski,Tony Cetinski,Happy Birthday Sweet Sixteen,4:46,,,Stay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0-Stay,0.0-Stay
