Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Backing Vocals_discogs,Arranged By_discogs,Music By_discogs,Producer_discogs,Guest_discogs,Lyrics By_discogs,Featuring_discogs,Backing Vocals [Additional]_discogs,Choir_discogs,Engineer [Additional Backing Vocals Recordings]_discogs,Engineer [Dobro Recordings]_discogs,Engineer [Gospel Choir Vocals Recordings]_discogs,Engineer [Vocals Recordings]_discogs,Guitar [Dobro]_discogs,Vocals [Choir Solo Parts]_discogs,Vocals [Choir]_discogs,Arranged By [Vocals]_discogs,Engineer [Guitars_discogs,Keyboards_discogs,Drum Programming Recordings]_discogs,Engineer [Sitar_discogs,Mandolins_discogs,E-bow Guitars Recordings]_discogs,Guitar [E-bow]_discogs,Sitar_discogs,Mandolin_discogs,Organ [Hammond]_discogs,Vocals_discogs,Lyrics By [Italian Lyrics]_discogs,Piano_discogs,Vocals [Featuring]_discogs,Written By [Italian Translation]_discogs,Engineer [Dobro_discogs,Performer [Boomerang]_discogs,Written-By_discogs,Engineer [Mandolins Recordings]_discogs,Engineer [Violin Recordings]_discogs,Lyrics By [Svahili]_discogs,Bass_discogs,Engineer [Drums And Bass Recordings]_discogs,Flute [Irish Flute]_discogs,Engineer [Piano Recordings]_discogs,Violin_discogs,Programmed By_discogs,Bass [Acoustic Bass]_discogs,Bass [Electric Bass]_discogs,Congas_discogs,Engineer [Drums And Bass_discogs,Piano Recordings]_discogs,Engineer [Vocals_discogs,Additional Backing Vocals_discogs,Congas Recordings]_discogs,Guitar_discogs,Guitar [Lead]_discogs,Drum Programming_discogs,Violins_discogs,Percussion Recordings]_discogs,Percussion_discogs,Engineer_discogs,Performer_discogs,Acoustic Guitar_discogs,Electric Guitar_discogs,Synthesizer_discogs,Drums_discogs,Electric Guitar [Solo]_discogs,Electric Piano_discogs,Featuring [Guest]_discogs,Acoustic Guitar [Solo]_discogs,Guitar [Nylon]_discogs,Cello_discogs,Viola_discogs,Organ_discogs,Harmonica_discogs,Bouzouki [Irish]_discogs,Violin [Pizzicato]_discogs,Organ [Solo]_discogs,Piano [Acoustic]_discogs,Accordion_discogs,Arranged By [Co-arranged]_discogs,Clarinet_discogs,Saxophone_discogs,Saxophone [Sopran]_discogs,Effects [Boomerang]_discogs,Guitar [Flamenco_discogs,Solo]_discogs,Piano [Solo]_discogs,Trumpet_discogs,Mixed By_discogs,Remix_discogs,Lyrics By [English]_discogs,Lyrics By [French]_discogs,Vocals [Duet]_discogs,Didgeridoo_discogs,Drums [Additional]_discogs,Vocals [Special Guest]_discogs,Arranged By [Choir]_discogs,Guitar [Laid Back]_discogs,Guitar [Pedal Steel]_discogs,Brass_discogs,Pedal Steel Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Gibonni,Zlatan Stipišić Gibonni,Šta Će Meni Moja Dica Reć (Bistra Verzija),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Teo Brajčić,,,Ivica Čović Pipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Reljanović,,,,Marko Ramljak,,,,,,,,,,,,,,,Matko Petrić,,,,Zlatko Brodarić,,Dalibor Marinković,,,,,,,,,,,,,,Vinko Didović,,,,,,,,,,Ivica Čović Pipo,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,....,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Sebi Dovoljna (Coco Mosquito Remix),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,,,,Gordan Muratović,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,Nikša Bratoš,,,,,,,,,Tony Levin,,,,,Coco Mosquito,,,,,,,,,,,,,,,,,Coco Mosquito,Tonči Radić,,Dalibor Marinković,Vlatko Stefanovski,,,,,,,,,,Marko Ramljak,,,,,,,,,,,,,,Coco Mosquito,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Acoustic,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Šta Će Meni Moja Dica Reć?,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Electric,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Vrime Da Se Pomirim Sa Svitom,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Nije Vrime Od Nedije Za U Poje Poči,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Šta Je Meni Tvoja Nevjera,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Tebi Nisam Bio Vijeran,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Dvije Duše,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Kruna Od Perja (Bonus Tracks ) ,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ovo Mi Je Škola (Bonus Tracks ) ,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Zašto Praviš Slona Od Mene,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Misliš Da Sam Blesav,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ti Si Mi U Mislima,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ja Bih Preživio,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Elaa Ee,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Gibajmo Se,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Jače Manijače,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Nisam Mog'o S Njom,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Imam Rep,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Moja Ljubav,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Ljubav Se Zove Imenom Tvojim,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Africa (Radio Mix),,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Tebi Pripadam,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Biti Sam,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ja Ću Budna Sanjati,5:06,Najljepše Ljubavne Pjesme,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanna (2),,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Gibonni,Zlatan Stipišić Gibonni,Zlatne Godine (Unplugged),4:27,Najljepše Ljubavne Pjesme,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Gibonni,Zlatan Stipišić Gibonni,Rušila Sam Mostove Od Sna (Live),4:22,Najljepše Ljubavne Pjesme,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josipa Lisac,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Gibonni,Zlatan Stipišić Gibonni,Toleranca,3:15,Toleranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jani Hace,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,Marko Lazarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yapumaitpinna,Boris Leiner,Ricardo Luque,,,,,,nan-Toleranca,nan-Toleranca/2013.0-Live/2013.0-Live/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Žeđam,5:01,Toleranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,Nikša Bratoš,,,,,Boris Leiner,,,,,,Marko Lazarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca/2013.0-Live/2013.0-Live/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Zamoli Me (Možda Ti Je Ispod Časti),4:01,Toleranca,,,,,,,,,,Mirza Tetarić,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,Marko Lazarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivana Husar,Vlatko Stefanovski,Davor Rodik,,,nan-Toleranca,nan-Toleranca/2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R
Gibonni,Zlatan Stipišić Gibonni,Vesla Na Vodi,4:31,Toleranca,,,,,Dejan Orešković,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,,,,,,,,,Dejan Orešković,,,,Marko Ramljak,,,,,,,,,,Dejan Orešković,,,,,,,,,,,Marko Lazarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Mala Vesla,2:03,Toleranca,,,,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Slavim Ove Dane Što Si Tu,4:53,Toleranca,,,,,,,,London Community Gospel Choir,,Stephanie Meade,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,Jani Hace,,,,Marko Ramljak,,,,,,,,,,Nikša Bratoš,,,,,Matko Petrić,,,,,,Damir Šomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Vrata Do Nas,4:31,Toleranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alen Svetopetrić,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,,,,,,,,,,,Dalibor Marinković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Opet Si Bogu Drag,3:13,Toleranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jani Hace,,,,,,,,,,,,,,Marijan Brkić,,,,,,,,,,,Dalibor Marinković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marin Ferketin,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Vrata Moje Sestre,4:13,Toleranca,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,Massej Kovačević,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,Luka Toman,,,,,Marin Petrić,,,,,,,,,,,,,,,,,,,,Zlatan Došlić,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,"Čemu Se Nadaš, Srce Moje?",4:31,Toleranca,,,Ante Gelo,,,,,,,,,,,,,,,,,Ante Gelo,,,,,,,,,Maya Azucena,,,,,,,,,,,Marko Reljanović,,,,,,,,,,,,,,,,,,,,,,Ante Gelo,Luka Toman,,Janko Novoselić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Toleranca (Drugo Čitanje),2:32,Toleranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matija Dedić,,,,,,,,,Robert Vrbančić,,,,,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,Luka Toman,,Dalibor Marinković,,,,,,,,,,,,,,Zlatan Došlić,,,,,,,,,,,,,,,,,,,,,,,nan-Toleranca,nan-Toleranca
Gibonni,Zlatan Stipišić Gibonni,Tempera (Ispod moga pramca),,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,U ljubav vjere nemam (duet: Oliver),,Hitovi,2011.0,,Dino Dvornik,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,Projdi vilo,,Hitovi,2011.0,,Nikša Bratoš,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Dobri judi,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Ovo mi je škola,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/2013.0-Live/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Zlatne godine,,Hitovi,2011.0,,Nikša Bratoš,Zrinko Tutić,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Dvije duše,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Nek' se djete zove kao ja,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,Sa mnom ili bez mene,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Tebe nisam bio vrijedan,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Kad te spomenem,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,Lipa moja,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,"Ej, vapore",,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Ja ću budan sanjati (duet: Vanna),,Hitovi,2011.0,,Nikša Bratoš,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
