Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Backing Vocals_discogs,Arranged By_discogs,Music By_discogs,Producer_discogs,Guest_discogs,Lyrics By_discogs,Featuring_discogs,Backing Vocals [Additional]_discogs,Choir_discogs,Engineer [Additional Backing Vocals Recordings]_discogs,Engineer [Dobro Recordings]_discogs,Engineer [Gospel Choir Vocals Recordings]_discogs,Engineer [Vocals Recordings]_discogs,Guitar [Dobro]_discogs,Vocals [Choir Solo Parts]_discogs,Vocals [Choir]_discogs,Arranged By [Vocals]_discogs,Engineer [Guitars_discogs,Keyboards_discogs,Drum Programming Recordings]_discogs,Engineer [Sitar_discogs,Mandolins_discogs,E-bow Guitars Recordings]_discogs,Guitar [E-bow]_discogs,Sitar_discogs,Mandolin_discogs,Organ [Hammond]_discogs,Vocals_discogs,Lyrics By [Italian Lyrics]_discogs,Piano_discogs,Vocals [Featuring]_discogs,Written By [Italian Translation]_discogs,Engineer [Dobro_discogs,Performer [Boomerang]_discogs,Written-By_discogs,Engineer [Mandolins Recordings]_discogs,Engineer [Violin Recordings]_discogs,Lyrics By [Svahili]_discogs,Bass_discogs,Engineer [Drums And Bass Recordings]_discogs,Flute [Irish Flute]_discogs,Engineer [Piano Recordings]_discogs,Violin_discogs,Programmed By_discogs,Bass [Acoustic Bass]_discogs,Bass [Electric Bass]_discogs,Congas_discogs,Engineer [Drums And Bass_discogs,Piano Recordings]_discogs,Engineer [Vocals_discogs,Additional Backing Vocals_discogs,Congas Recordings]_discogs,Guitar_discogs,Guitar [Lead]_discogs,Drum Programming_discogs,Violins_discogs,Percussion Recordings]_discogs,Percussion_discogs,Engineer_discogs,Performer_discogs,Acoustic Guitar_discogs,Electric Guitar_discogs,Synthesizer_discogs,Drums_discogs,Electric Guitar [Solo]_discogs,Electric Piano_discogs,Featuring [Guest]_discogs,Acoustic Guitar [Solo]_discogs,Guitar [Nylon]_discogs,Cello_discogs,Viola_discogs,Organ_discogs,Harmonica_discogs,Bouzouki [Irish]_discogs,Violin [Pizzicato]_discogs,Organ [Solo]_discogs,Piano [Acoustic]_discogs,Accordion_discogs,Arranged By [Co-arranged]_discogs,Clarinet_discogs,Saxophone_discogs,Saxophone [Sopran]_discogs,Effects [Boomerang]_discogs,Guitar [Flamenco_discogs,Solo]_discogs,Piano [Solo]_discogs,Trumpet_discogs,Mixed By_discogs,Remix_discogs,Lyrics By [English]_discogs,Lyrics By [French]_discogs,Vocals [Duet]_discogs,Didgeridoo_discogs,Drums [Additional]_discogs,Vocals [Special Guest]_discogs,Arranged By [Choir]_discogs,Guitar [Laid Back]_discogs,Guitar [Pedal Steel]_discogs,Brass_discogs,Pedal Steel Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Gibonni,Zlatan Stipišić Gibonni,Ako me nosiš na duši,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi/2013.0-Live/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Nije vrime od nedije za u poje poći,,Hitovi,2011.0,,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,Što je meni tvoja nevjera - Live,,Hitovi,2011.0,,Gibonni Band,Zlatan Stipišić Gibonni,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Hitovi,2011.0-Hitovi
Gibonni,Zlatan Stipišić Gibonni,Hey Crow,3:50,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Hide The Mirror,4:59,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Broken Finger,4:30,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,My Cloud,5:23,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,20th Century Man,3:58,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Kids In Uniform,4:35,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,My Brother Cain,5:43,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,She Said,3:23,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Nothing Changed,4:14,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man
Gibonni,Zlatan Stipišić Gibonni,Ain't Bad Enough For R'n'r,4:15,20th Century Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-20th Century Man,nan-20th Century Man
Gibonni,Zlatan Stipišić Gibonni,Slavim Ove Dane Što Si Tu (Live),,Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0,,,,,,,Maya Azucena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R
Gibonni,Zlatan Stipišić Gibonni, Ain't Bad Enough For R'N'R,,Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R
Gibonni,Zlatan Stipišić Gibonni,Tempera (Live),,Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R
Gibonni,Zlatan Stipišić Gibonni, Vrime Da Se Pomirim Sa Svitom (Live),,Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R,2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R
Gibonni,Zlatan Stipišić Gibonni,CD - Live,,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Divji cvit,7:06,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Ne odustajem / Dvije duše,6:42,Live,2013.0,,,,,,,Teo Brajčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Amazing Grace,2:40,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Zamoli me (Možda ti je ispod časti),4:36,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davor Rodik,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,"Judi, zviri i beštimje / Moja voda",4:20,Live,2013.0,,,,,,,Damir Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live/2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Slavim ove dane što si tu,4:52,Live,2013.0,,,,,,,Rashida Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live/2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Posoljeni zrak i razlivena tinta,8:14,Live,2013.0,,,,,,,Maya Azucena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live/2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Vrata moje sestre,5:49,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,DVD - TOLERANCA TOUR / dvorana dražen petrović / zagreb.........23.04.2010,,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,U ljubav vjere nemam,,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Zamoli me (možda ti je ispod časti),,Live,2013.0,,,,,,,Davor Rodik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Hodaj / Anđeo u tebi,,Live,2013.0,,,,,,,Rachida Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Vrime da se pomirim sa svitom,,Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Live,2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,CD 1 20th Century Man,,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Nothing Changes,4:14,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Ain’t Bad Enough For R’n’R,4:15,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,CD 2 Live,,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Ne Odustajem - Dvije Duše,6:42,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Zamoli Me,4:36,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,"Judi, Zviri I Beštimje - Moja Voda",4:20,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Slavim Ove Dane,4:52,20th Century Man & Live,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-20th Century Man & Live,2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Ispod moga pramca (Tempera),4:26,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Ozdravi mi ti,4:10,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Noina arka,4:34,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Zrno radosti,4:05,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Nek' se dijete zove kao ja,4:24,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Sve će biti k'o nekada,4:11,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Kruna od perja,3:44,The Best Of Collection,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,U ljubav vjere nemam (Live),4:15,The Best Of Collection,,,Gibonni Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Cesarica (Live),2:01,The Best Of Collection,,,Stipica Kalogjera,,,,,Oliver Dragojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Sreća,5:43,Sreća,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Sreća,2016.0-Sreća/nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Udica,4:43,Udica,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Udica,2016.0-Udica/nan-Familija
Gibonni,Zlatan Stipišić Gibonni,"Onako, Od Oka",5:32,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Bella Figura Intro,0:36,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Gibonni,Zlatan Stipišić Gibonni,"Bella Figura, Bella Pitura",5:17,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,"nan-Familija/2017.0-Bella Figura, Bella Pitura"
Gibonni,Zlatan Stipišić Gibonni,Gdje To Piše?,3:39,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Moja Si Kuća,4:55,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Za Tvoje Dobro,5:07,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Serrano (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Nisi Više Moja Bol,5:15,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija/2018.0-Nisi Više Moja Bol
Gibonni,Zlatan Stipišić Gibonni,Kiša (Zinab),,U Po' Ure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-U Po' Ure,nan-U Po' Ure
Gibonni,Zlatan Stipišić Gibonni,Pijesak Nošen Vjetrom,,U Po' Ure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-U Po' Ure,nan-U Po' Ure
Gibonni,Zlatan Stipišić Gibonni,Lažu Fotografije,,U Po' Ure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-U Po' Ure,nan-U Po' Ure
Gibonni,Zlatan Stipišić Gibonni,Mlijeko Proliveno,,U Po' Ure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-U Po' Ure,nan-U Po' Ure
Gibonni,Zlatan Stipišić Gibonni,"Ko Si, Da Si",,U Po' Ure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-U Po' Ure,nan-U Po' Ure
